k1_m2,k2_m2,half_trace_x,half_trace_y,stable,qx_principal,qy_principal
13.155000000000001,,3.334887859946189,-4.177846009798566,False,,
13.16,,3.3362529185546244,-4.179639458658725,False,,
13.165,,3.337618060207574,-4.181432778387501,False,,
13.170000000000002,,3.338983284907458,-4.1832259689888485,False,,
13.175,,3.340348592656695,-4.1850190304667265,False,,
13.18,,3.3417139834577068,-4.186811962825091,False,,
13.185000000000002,,3.3430794573129132,-4.1886047660679,False,,
13.190000000000001,,3.344445014224739,-4.19039744019911,False,,
13.195,,3.345810654195599,-4.192189985222676,False,,
13.2,,3.347176377227919,-4.193982401142555,False,,
13.205000000000002,,3.3485421833241187,-4.1957746879627065,False,,
13.21,,3.349908072486617,-4.197566845687081,False,,
13.215,,3.3512740447178375,-4.199358874319641,False,,
13.219999999999999,,3.3526401000202,-4.201150773864338,False,,
13.225000000000001,,3.3540062383961287,-4.202942544325131,False,,
13.23,,3.3553724598480397,-4.204734185705975,False,,
13.235,,3.3567387643783575,-4.206525698010825,False,,
13.240000000000002,,3.3581051519895038,-4.208317081243642,False,,
13.245000000000001,,3.359471622683897,-4.210108335408375,False,,
13.25,,3.3608381764639605,-4.211899460508983,False,,
13.254999999999999,,3.3622048133321156,-4.213690456549421,False,,
13.260000000000002,,3.363571533290785,-4.215481323533648,False,,
13.265,,3.3649383363423886,-4.217272061465614,False,,
13.27,,3.3663052224893484,-4.219062670349279,False,,
13.275000000000002,,3.3676721917340853,-4.220853150188595,False,,
13.280000000000001,,3.369039244079022,-4.22264350098752,False,,
13.285,,3.3704063795265795,-4.224433722750009,False,,
13.29,,3.371773598079179,-4.226223815480013,False,,
13.295000000000002,,3.373140899739245,-4.228013779181495,False,,
13.3,,3.3745082845091967,-4.229803613858403,False,,
13.305,,3.3758757523914564,-4.231593319514693,False,,
13.310000000000002,,3.377243303388447,-4.233382896154323,False,,
13.315000000000001,,3.3786109375025895,-4.235172343781247,False,,
13.32,,3.3799786547363055,-4.236961662399418,False,,
13.325,,3.381346455092018,-4.238750852012792,False,,
13.330000000000002,,3.3827143385721516,-4.240539912625323,False,,
13.335,,3.384082305179123,-4.242328844240965,False,,
13.34,,3.385450354915358,-4.244117646863673,False,,
13.344999999999999,,3.3868184877832777,-4.245906320497402,False,,
13.350000000000001,,3.388186703785307,-4.247694865146105,False,,
13.355,,3.3895550029238635,-4.249483280813736,False,,
13.36,,3.390923385201373,-4.251271567504251,False,,
13.365000000000002,,3.392291850620257,-4.253059725221602,False,,
13.370000000000001,,3.393660399182938,-4.254847753969745,False,,
13.375,,3.3950290308918385,-4.2566356537526335,False,,
13.379999999999999,,3.39639774574938,-4.258423424574218,False,,
13.385000000000002,,3.397766543757989,-4.260211066438458,False,,
13.39,,3.3991354249200834,-4.261998579349302,False,,
13.395,,3.4005043892380877,-4.2637859633107045,False,,
13.400000000000002,,3.4018734367144265,-4.265573218326622,False,,
13.405000000000001,,3.4032425673515196,-4.2673603444010055,False,,
13.41,,3.404611781151791,-4.269147341537808,False,,
13.415,,3.405981078117663,-4.270934209740983,False,,
13.420000000000002,,3.4073504582515626,-4.272720949014488,False,,
13.425,,3.4087199215559076,-4.274507559362268,False,,
13.43,,3.410089468033122,-4.276294040788283,False,,
13.435000000000002,,3.4114590976856314,-4.278080393296483,False,,
13.440000000000001,,3.4128288105158564,-4.279866616890822,False,,
13.445,,3.4141986065262206,-4.281652711575251,False,,
13.45,,3.415568485719148,-4.283438677353724,False,,
13.455000000000002,,3.416938448097062,-4.285224514230194,False,,
13.46,,3.4183084936623844,-4.287010222208613,False,,
13.465,,3.419678622417541,-4.288795801292935,False,,
13.469999999999999,,3.421048834364951,-4.290581251487108,False,,
13.475000000000001,,3.422419129507044,-4.292366572795089,False,,
13.48,,3.423789507846238,-4.29415176522083,False,,
13.485,,3.4251599693849597,-4.29593682876828,False,,
13.490000000000002,,3.4265305141256306,-4.297721763441396,False,,
13.495000000000001,,3.427901142070676,-4.299506569244125,False,,
13.5,,3.4292718532225175,-4.301291246180421,False,,
13.504999999999999,,3.4306426475835803,-4.3030757942542355,False,,
13.510000000000002,,3.4320135251562904,-4.304860213469524,False,,
13.515,,3.433384485943066,-4.306644503830231,False,,
13.52,,3.4347555299463366,-4.308428665340315,False,,
13.525000000000002,,3.436126657168523,-4.310212698003727,False,,
13.530000000000001,,3.4374978676120493,-4.311996601824413,False,,
