dt_s,status,reason,full_matrix_error,R16,R26,abs_R16,abs_R26,dispersion_error,determinant_error,canonical_J_error,epsilon,richardson_levels,ranks,mpi_matrix_max_difference
1.000000000000e-13,OK,,2.616851557669e-08,-9.641420926260e-09,-1.567655020110e-08,9.641420926260e-09,1.567655020110e-08,1.567655020110e-08,3.545351800000e-10,2.555440800000e-08,1.000000000000e-03,2,1,0.000000000000e+00
1.000000000000e-13,OK,,2.616851557669e-08,-9.641420926260e-09,-1.567655020110e-08,9.641420926260e-09,1.567655020110e-08,1.567655020110e-08,3.545351800000e-10,2.555440800000e-08,1.000000000000e-03,2,2,0.000000000000e+00
