dt_s,status,reason,full_matrix_error,R16,R26,abs_R16,abs_R26,dispersion_error,determinant_error,canonical_J_error,epsilon,richardson_levels,ranks,mpi_matrix_max_difference
1.000000000000e-13,OK,,2.015959254660e-08,1.894119960935e-08,4.242136020002e-09,1.894119960935e-08,4.242136020002e-09,1.894119960935e-08,1.891266000000e-10,4.099300600000e-08,1.000000000000e-03,1,1,0.000000000000e+00
1.000000000000e-13,OK,,2.519151554026e-08,-7.855007665559e-09,-1.443163259331e-08,7.855007665559e-09,1.443163259331e-08,1.443163259331e-08,3.441981100000e-10,2.651932000000e-08,5.000000000000e-04,1,1,0.000000000000e+00
1.000000000000e-13,OK,,1.094174844063e-07,-8.741043810295e-09,-4.866522739412e-09,8.741043810295e-09,4.866522739412e-09,8.741043810295e-09,2.516717900000e-10,1.055713400000e-07,2.500000000000e-04,1,1,0.000000000000e+00
1.000000000000e-13,OK,,2.015959254660e-08,1.894119960935e-08,4.242136020002e-09,1.894119960935e-08,4.242136020002e-09,1.894119960935e-08,1.891266000000e-10,4.099300600000e-08,1.000000000000e-03,1,2,0.000000000000e+00
1.000000000000e-13,OK,,2.519151554026e-08,-7.855007665559e-09,-1.443163259331e-08,7.855007665559e-09,1.443163259331e-08,1.443163259331e-08,3.441981100000e-10,2.651932000000e-08,5.000000000000e-04,1,2,0.000000000000e+00
1.000000000000e-13,OK,,1.094174844063e-07,-8.741043810295e-09,-4.866522739412e-09,8.741043810295e-09,4.866522739412e-09,8.741043810295e-09,2.516717900000e-10,1.055713400000e-07,2.500000000000e-04,1,2,0.000000000000e+00
