0, -0.0107765263911719, -0.046546935150666546, 
 -0.10667266954781245, -0.18989592225441676, -0.2950929010639603, 
 -0.4309816086136844, -0.598935446672155, -0.795905249959083, 
 -1.0184028510903547, -1.2504255078364257, -1.4446167728637687, 
 -1.5945076379710532, -1.698767110119531, -1.7574776855984229, 
 -1.7809782300719872, -1.7802548132856637, -1.7576440848032493, 
 -1.715613381111504, -1.656486647542534, -1.580051579097873, 
 -1.4882254275911428, -1.383739355812315, -1.2692954477104141, 
 -1.1497378835470171, -1.0335623751340237, -0.9233045890610503, 
 -0.8207788787386738, -0.7274096958640178, -0.6429957065537973, 
 -0.5673512526276318, -0.5009622873393341, -0.4441045879962367, 
 -0.396493173685461, -0.3551628129572784, -0.31927821092093484, 
 -0.28855493930560766, -0.2626758678137931, -0.2417028533435925, 
 -0.22612351373619624, -0.2155532643580804, -0.20952918839527335, 
 -0.20755075688498367, -0.209320451369808, -0.21443833641654927, 
 -0.22237793232362388, -0.23261858826764964, -0.24453458400517075, 
 -0.2569680086353835, -0.2693581772216207, -0.2813080371455039, 
 -0.2924862122866505, -0.3029656186663725, -0.3130801097210995, 
 -0.32264234036916356, -0.33148023564564516, -0.3394448981770147, 
 -0.34626725711163653, -0.3518047547694619, -0.35601843998640936, 
 -0.35889509708782275, -0.3603855486309572, -0.3602676057456682, 
 -0.3585773991524525, -0.35541211034311204, -0.3508920974440859, 
 -0.3455499488755771, -0.3400195620488206, -0.334423393071133, 
 -0.32886862950428, -0.32342380855984126, -0.3177744612992779, 
 -0.31185660697672146, -0.3057364558275128, -0.29947766173353246, 
 -0.2932061604078692, -0.2871958171241937, -0.2815188626099156, 
 -0.2762176235575523, -0.27131859175609013, -0.2665112912030883, 
 -0.2615047059820147, -0.2563139205974691, -0.25096447111413456, 
 -0.24551510012664077, -0.24028139686116254, -0.2353620430792396, 
 -0.23077162060887493, -0.2265179615185001, -0.2227449076315554, 
 -0.21981016957777813, -0.21771150469129874, -0.2164070807312201, 
 -0.2158371061196056, -0.21565239794275484, -0.21558852860638475, 
 -0.21558455202690135, -0.21558714774129933, -0.21558131492796226, 
 -0.21576982420730942, -0.2161611927596947, -0.21671645662683942, 
 -0.21739839221908705, -0.21813815219096688, -0.21883435953273686, 
 -0.21944973162400563, -0.219953649883419, -0.2203225220855015, 
 -0.22051996011808564, -0.2205252715271914, -0.22033218635941812, 
 -0.21993645794743535, -0.219397935614754, -0.21904806188478204, 
 -0.2189392267181472, -0.21906830494566357, -0.2194238287441761, 
 -0.2197423278036241, -0.21962736952441542, -0.21906353182378754, 
 -0.21805571300972412, -0.21663615862323068, -0.21516028000099546, 
 -0.2137906918427763, -0.21254524245175294, -0.21143513689177698, 
 -0.21042357142197918, -0.20933596913692776, -0.2081581888526661, 
 -0.20689583228803005, -0.20555449837117656, -0.20436413456674365, 
 -0.20359266041347854, -0.20323971350738676, -0.20329371004375713, 
 -0.20372913000473167, -0.20446667339822497, -0.20545368483860538, 
 -0.2066523838446398, -0.20802613237455198, -0.20938297652904253, 
 -0.21019659209673341, -0.21040875002180362, -0.21001375496273975, 
 -0.20902394695915466, -0.20794708584459518, -0.20723327146800297, 
 -0.20690459717640586, -0.20696612537957418, -0.2073679520054513, 
 -0.20770444913742478, -0.20786203714860674, -0.2078311712378265, 
