plane,analytic_phase,tracked_phase,phase_error,modulus_error
horizontal,0.2298924308671466,0.22989243128699396,4.1984735132949424e-10,1.4730130448725731e-09
vertical,0.31046360297978925,0.3104636031810592,2.0126994515479169e-10,1.5144951959200625e-10
