plane,analytic_phase,tracked_phase,phase_error,modulus_error
horizontal,0.2298924308671466,0.22989243513293037,4.2657837540094334e-09,2.57763743682915e-09
vertical,0.31046360297978925,0.31046360514695154,2.1671622829622095e-09,1.6844314831843121e-09
