dt_s,status_before,reason_before,full_matrix_error_before,R16_before,R26_before,abs_R16_before,abs_R26_before,dispersion_error_before,determinant_error_before,canonical_J_error_before,epsilon,richardson_levels,ranks,finest_epsilon_before,rays_per_segment_before,elapsed_s_before,integration_method_before,path_before,scaled_max_error_before,relative_frobenius_error_before,worst_entry_before,orbit_threader_wall_s_before,R11_before,R12_before,R13_before,R14_before,R15_before,R21_before,R22_before,R23_before,R24_before,R25_before,R31_before,R32_before,R33_before,R34_before,R35_before,R36_before,R41_before,R42_before,R43_before,R44_before,R45_before,R46_before,R51_before,R52_before,R53_before,R54_before,R55_before,R56_before,R61_before,R62_before,R63_before,R64_before,R65_before,R66_before,difference_from_finest_dt_before,R16_difference_from_finest_dt_before,R26_difference_from_finest_dt_before,mpi_matrix_max_difference_before,mpi_diagnostics_max_difference_before,status_after,reason_after,full_matrix_error_after,R16_after,R26_after,abs_R16_after,abs_R26_after,dispersion_error_after,determinant_error_after,canonical_J_error_after,finest_epsilon_after,rays_per_segment_after,elapsed_s_after,integration_method_after,path_after,scaled_max_error_after,relative_frobenius_error_after,worst_entry_after,orbit_threader_wall_s_after,R11_after,R12_after,R13_after,R14_after,R15_after,R21_after,R22_after,R23_after,R24_after,R25_after,R31_after,R32_after,R33_after,R34_after,R35_after,R36_after,R41_after,R42_after,R43_after,R44_after,R45_after,R46_after,R51_after,R52_after,R53_after,R54_after,R55_after,R56_after,R61_after,R62_after,R63_after,R64_after,R65_after,R66_after,difference_from_finest_dt_after,R16_difference_from_finest_dt_after,R26_difference_from_finest_dt_after,mpi_matrix_max_difference_after,mpi_diagnostics_max_difference_after,scaled_max_error_gain,abs_R16_gain,abs_R26_gain
3.000000000000e-11,OK,,4.572728934100e-04,-1.548853357325e-04,-4.688995484104e-05,1.548853357325e-04,4.688995484104e-05,1.548853357325e-04,2.514714200000e-08,3.116023800000e-04,1.000000000000e-05,0,1,1.000000000000e-05,12,1.044223415898e+00,BORIS,L0/dt-3e-11/eps-1e-05/ranks-1,4.572728934100e-04,7.178567189307e-05,R34,8.310860000000e-01,-1.386466545186e+00,-1.279215080619e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.209799001075e-01,-1.386465741303e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.851125408274e+00,1.040630588509e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.329112813635e+00,3.851122189507e+00,0.000000000000e+00,0.000000000000e+00,-2.649445204863e-04,3.357474300731e-04,0.000000000000e+00,0.000000000000e+00,1.000000000006e+00,-9.413144612172e-02,5.130451272019e-11,-1.552326720277e-11,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.999999999174e-01,4.572766900015e-04,-1.547772059502e-04,-4.702182500837e-05,0.000000000000e+00,0.000000000000e+00,OK,,4.978545034096e-04,-1.546570555545e-04,-4.848742673706e-05,1.546570555545e-04,4.848742673706e-05,1.546570555545e-04,2.023940600000e-08,3.116158500000e-04,1.000000000000e-05,12,8.148405419197e-01,BORIS,L0/dt-3e-11/eps-1e-05/ranks-1,4.978545034096e-04,7.392171684315e-05,R34,5.908490000000e-01,-1.386462872480e+00,-1.279207403536e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.209811918913e-01,-1.386466595235e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.851107898353e+00,1.040626530348e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.329108079543e+00,3.851112896389e+00,0.000000000000e+00,0.000000000000e+00,-2.673370370521e-04,3.333798041157e-04,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,-9.413149438806e-02,2.285145073371e-11,6.815909426434e-11,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000006e+00,4.978580300001e-04,-1.546497396681e-04,-4.848524651048e-05,0.000000000000e+00,0.000000000000e+00,9.184870083093e-01,1.001476041149e+00,9.670538941016e-01
3.000000000000e-11,OK,,4.572875734095e-04,-1.548797542503e-04,-4.688868014162e-05,1.548797542503e-04,4.688868014162e-05,1.548797542503e-04,1.297237300000e-08,1.038611800000e-04,3.000000000000e-05,0,1,3.000000000000e-05,12,1.020010334207e+00,BORIS,L0/dt-3e-11/eps-3e-05/ranks-1,4.572875734095e-04,6.289325668676e-05,R34,8.047100000000e-01,-1.386466551213e+00,-1.279215077719e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.209799009157e-01,-1.386465739997e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.851125410240e+00,1.040630587041e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.329112814586e+00,3.851122179889e+00,0.000000000000e+00,0.000000000000e+00,-5.720557860944e-05,2.150874499852e-04,0.000000000000e+00,0.000000000000e+00,1.000000000002e+00,-9.424744034964e-02,-5.591913015396e-12,-2.867377401421e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.999999999980e-01,4.572956699995e-04,-1.548408638304e-04,-4.686337761527e-05,0.000000000000e+00,0.000000000000e+00,OK,,4.978501834092e-04,-1.546519670153e-04,-4.848622421277e-05,1.546519670153e-04,4.848622421277e-05,1.546519670153e-04,1.340831800000e-08,1.038758100000e-04,3.000000000000e-05,12,7.914643331897e-01,BORIS,L0/dt-3e-11/eps-3e-05/ranks-1,4.978501834092e-04,6.529805334052e-05,R34,5.752380000000e-01,-1.386462876172e+00,-1.279207396104e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.209811926387e-01,-1.386466593271e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.851107900319e+00,1.040626530780e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.329108080493e+00,3.851112898491e+00,0.000000000000e+00,0.000000000000e+00,-5.959900391364e-05,2.127203230533e-04,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,-9.424748711797e-02,1.737874368556e-12,9.059688765623e-12,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.999999999967e-01,4.978580300001e-04,-1.546440556454e-04,-4.848399078696e-05,0.000000000000e+00,0.000000000000e+00,9.185244650872e-01,1.001472902281e+00,9.670515884236e-01
3.000000000000e-11,OK,,4.572385134090e-04,-1.548930436698e-04,-4.689164947702e-05,1.548930436698e-04,4.689164947702e-05,1.548930436698e-04,1.139953300000e-08,3.115529400000e-05,1.000000000000e-04,0,1,1.000000000000e-04,12,1.031833916903e+00,BORIS,L0/dt-3e-11/eps-0.0001/ranks-1,4.572385134090e-04,6.134943343432e-05,R34,8.122600000000e-01,-1.386466559948e+00,-1.279215107332e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.209799025421e-01,-1.386465746676e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.851125432606e+00,1.040630591947e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.329112825398e+00,3.851122203796e+00,0.000000000000e+00,0.000000000000e+00,1.550577356695e-05,1.728704067234e-04,0.000000000000e+00,0.000000000000e+00,9.999999999995e-01,-9.428803170197e-02,4.204994766148e-12,1.401418634698e-12,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000004e+00,4.572957200004e-04,-1.548845559237e-04,-4.691040542668e-05,0.000000000000e+00,0.000000000000e+00,OK,,4.978011334096e-04,-1.546649514169e-04,-4.848959425019e-05,1.546649514169e-04,4.848959425019e-05,1.546649514169e-04,1.489550600000e-08,3.116894000000e-05,1.000000000000e-04,12,7.867216248997e-01,BORIS,L0/dt-3e-11/eps-0.0001/ranks-1,4.978011334096e-04,6.380449658967e-05,R34,5.633290000000e-01,-1.386462884496e+00,-1.279207426302e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.209811942863e-01,-1.386466600749e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.851107922684e+00,1.040626535685e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.329108091305e+00,3.851112922398e+00,0.000000000000e+00,0.000000000000e+00,1.311255845312e-05,1.705033648940e-04,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,-9.428807847778e-02,1.577980162373e-12,1.817655959424e-12,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.999999999958e-01,4.978580400010e-04,-1.546440995676e-04,-4.848393843024e-05,0.000000000000e+00,0.000000000000e+00,9.185164169419e-01,1.001474750749e+00,9.670456146751e-01
3.000000000000e-11,OK,,4.565323334091e-04,-1.550053264241e-04,-4.692053061136e-05,1.550053264241e-04,4.692053061136e-05,1.550053264241e-04,2.485602100000e-09,1.039147000000e-05,3.000000000000e-04,0,1,3.000000000000e-04,12,1.016877625138e+00,BORIS,L0/dt-3e-11/eps-0.0003/ranks-1,4.565323334091e-04,6.104204308290e-05,R34,7.988540000000e-01,-1.386466633351e+00,-1.279215371982e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.209799183732e-01,-1.386465812422e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.851125754230e+00,1.040630662565e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.329112984348e+00,3.851122556499e+00,0.000000000000e+00,0.000000000000e+00,3.631050753149e-05,1.609187416764e-04,0.000000000000e+00,0.000000000000e+00,9.999999999999e-01,-9.429957821916e-02,-1.804126667765e-12,-3.101633597748e-12,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000001e+00,4.570208299999e-04,-1.548727685957e-04,-4.688965539720e-05,0.000000000000e+00,0.000000000000e+00,OK,,4.973698434085e-04,-1.547780151397e-04,-4.851852246018e-05,1.547780151397e-04,4.851852246018e-05,1.547780151397e-04,2.905857600000e-08,1.040570400000e-05,3.000000000000e-04,12,7.797740411479e-01,BORIS,L0/dt-3e-11/eps-0.0003/ranks-1,4.973698434085e-04,6.352464132073e-05,R34,5.525120000000e-01,-1.386462957846e+00,-1.279207690207e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.209812100169e-01,-1.386466665865e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.851108119306e+00,1.040626578814e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.329108186357e+00,3.851113132568e+00,0.000000000000e+00,0.000000000000e+00,3.391720255400e-05,1.585515686164e-04,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,-9.429962486237e-02,-8.546622763087e-13,-3.174342739832e-12,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.999999999988e-01,4.978581100001e-04,-1.546441480209e-04,-4.848392758924e-05,0.000000000000e+00,0.000000000000e+00,9.178930718446e-01,1.001468627726e+00,9.670642928145e-01
3.000000000000e-11,OK,,4.519013034088e-04,-1.562913062635e-04,-4.725007976438e-05,1.562913062635e-04,4.725007976438e-05,1.562913062635e-04,1.629758700000e-07,3.237680400000e-06,1.000000000000e-03,0,1,1.000000000000e-03,12,1.010169666959e+00,BORIS,L0/dt-3e-11/eps-0.001/ranks-1,4.519013034088e-04,6.080855303895e-05,R34,7.859090000000e-01,-1.386467467418e+00,-1.279218372291e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.209800976160e-01,-1.386466553317e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.851127865836e+00,1.040631125668e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.329114001673e+00,3.851124804685e+00,0.000000000000e+00,0.000000000000e+00,4.393454240835e-05,1.579928092123e-04,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,-9.430303826140e-02,2.460975918622e-13,2.429261414324e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.999999999995e-01,4.572965399987e-04,-1.548751905490e-04,-4.688833231650e-05,0.000000000000e+00,0.000000000000e+00,OK,,4.922080634095e-04,-1.560638703114e-04,-4.884786398940e-05,1.560638703114e-04,4.884786398940e-05,1.560638703114e-04,2.095781600000e-07,3.252275300000e-06,1.000000000000e-03,12,7.857575421222e-01,BORIS,L0/dt-3e-11/eps-0.001/ranks-1,4.922080634095e-04,6.322654516420e-05,R34,5.645410000000e-01,-1.386463791841e+00,-1.279210691208e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.209813889136e-01,-1.386467406778e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.851110480890e+00,1.040627094992e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.329109331469e+00,3.851115654082e+00,0.000000000000e+00,0.000000000000e+00,4.154107595733e-05,1.556257878767e-04,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,-9.430308504925e-02,-2.701209329243e-13,-5.928675367288e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,4.976029999995e-04,-1.546445128739e-04,-4.848404181454e-05,0.000000000000e+00,0.000000000000e+00,9.181103216361e-01,1.001457326104e+00,9.672906019930e-01
3.000000000000e-11,OK,,4.087717734098e-04,-1.675961352171e-04,-5.014534891103e-05,1.675961352171e-04,5.014534891103e-05,1.675961352171e-04,1.573691700000e-06,2.188125600000e-06,3.000000000000e-03,0,1,3.000000000000e-03,12,1.015030416194e+00,BORIS,L0/dt-3e-11/eps-0.003/ranks-1,4.087717734098e-04,5.943863675751e-05,R34,7.893090000000e-01,-1.386474802766e+00,-1.279244755782e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.209816719428e-01,-1.386473066303e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.851147528541e+00,1.040635438621e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.329123507041e+00,3.851145822231e+00,0.000000000000e+00,0.000000000000e+00,4.912035344697e-05,1.681995360102e-04,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,-9.429892356565e-02,-6.777054755220e-14,-2.768766142832e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,4.573030600010e-04,-1.548756362441e-04,-4.688716935974e-05,0.000000000000e+00,0.000000000000e+00,OK,,4.493159634098e-04,-1.673681459499e-04,-5.174314680712e-05,1.673681459499e-04,5.174314680712e-05,1.673681459499e-04,1.580772600000e-06,2.202244800000e-06,3.000000000000e-03,12,7.786157079972e-01,BORIS,L0/dt-3e-11/eps-0.003/ranks-1,4.493159634098e-04,6.164629443537e-05,R34,5.616070000000e-01,-1.386471126450e+00,-1.279237071810e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.209829634355e-01,-1.386473918979e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.851130018324e+00,1.040631384202e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.329118772834e+00,3.851136552342e+00,0.000000000000e+00,0.000000000000e+00,4.672695797168e-05,1.658320282844e-04,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,-9.429897038434e-02,-1.915100742810e-14,-2.950917393965e-13,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.999999999999e-01,4.978469400001e-04,-1.546474321340e-04,-4.848492638543e-05,0.000000000000e+00,0.000000000000e+00,9.097646349079e-01,1.001362202263e+00,9.691205890116e-01
3.000000000000e-11,OK,,7.025536714844e-04,-2.962080072910e-04,-8.308461968145e-05,2.962080072910e-04,8.308461968145e-05,2.962080072910e-04,1.762224000000e-05,2.293255200000e-05,1.000000000000e-02,0,1,1.000000000000e-02,12,1.023785874946e+00,BORIS,L0/dt-3e-11/eps-0.01/ranks-1,7.025536714844e-04,7.334862799857e-05,R12,8.012770000000e-01,-1.386558241747e+00,-1.279544873051e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.209995835124e-01,-1.386547156924e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.851371221758e+00,1.040684505018e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.329231645415e+00,3.851384929156e+00,0.000000000000e+00,0.000000000000e+00,8.509774616981e-05,2.975844452695e-04,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,-9.423936712017e-02,-3.328158911452e-14,-8.109298883873e-14,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,4.573772300009e-04,-1.549091708484e-04,-4.689668815238e-05,0.000000000000e+00,0.000000000000e+00,OK,,6.948686714845e-04,-2.959789684800e-04,-8.468273353157e-05,2.959789684800e-04,8.468273353157e-05,2.959789684800e-04,1.764894200000e-05,2.295961600000e-05,1.000000000000e-02,12,7.922667090315e-01,BORIS,L0/dt-3e-11/eps-0.01/ranks-1,6.948686714845e-04,7.245005074747e-05,R12,5.672220000000e-01,-1.386554564195e+00,-1.279537188051e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.210008751372e-01,-1.386548010720e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.851353834568e+00,1.040680475823e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.329226974455e+00,3.851375788998e+00,0.000000000000e+00,0.000000000000e+00,8.270454202166e-05,2.952166203903e-04,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,-9.423941443860e-02,1.470993814105e-14,-2.661042228070e-14,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,4.976688799996e-04,-1.546798624771e-04,-4.849450306000e-05,0.000000000000e+00,0.000000000000e+00,1.011059643808e+00,1.000773834750e+00,9.811282207898e-01
3.000000000000e-11,OK,,4.400892086590e-03,-1.428875135318e-03,-3.731554533910e-04,1.428875135318e-03,3.731554533910e-04,1.428875135318e-03,1.585631000000e-04,2.062587400000e-04,3.000000000000e-02,0,1,3.000000000000e-02,12,1.140254042111e+00,BORIS,L0/dt-3e-11/eps-0.03/ranks-1,4.400892086590e-03,5.609843198742e-04,R34,8.941090000000e-01,-1.387292539659e+00,-1.282185397647e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.211573342219e-01,-1.387199231300e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.853340263292e+00,1.041116405007e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.330183554041e+00,3.853489670963e+00,0.000000000000e+00,0.000000000000e+00,3.975446618609e-04,1.440690359756e-03,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,-9.371027911115e-02,1.118659322013e-15,1.461690542928e-15,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,4.577560200012e-04,-1.552002375370e-04,-4.698052707470e-05,0.000000000000e+00,0.000000000000e+00,OK,,4.360291906591e-03,-1.428644536835e-03,-3.747564093560e-04,1.428644536835e-03,3.747564093560e-04,1.428644536835e-03,1.585644800000e-04,2.062847700000e-04,3.000000000000e-02,12,7.835602920968e-01,BORIS,L0/dt-3e-11/eps-0.03/ranks-1,4.360291906591e-03,5.577271850626e-04,R34,5.600760000000e-01,-1.387288863855e+00,-1.282177711976e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.211586270359e-01,-1.387200087708e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.853322723840e+00,1.041112344989e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.330178808427e+00,3.853480380253e+00,0.000000000000e+00,0.000000000000e+00,3.951509906065e-04,1.438318345626e-03,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,-9.371032902531e-02,-3.964954210897e-15,-3.723926337302e-15,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,4.983558999996e-04,-1.549696403160e-04,-4.858148647260e-05,0.000000000000e+00,0.000000000000e+00,1.009311344485e+00,1.000161410678e+00,9.957280091146e-01
3.000000000000e-11,OK,,5.419207837659e-02,-1.457270634964e-02,-3.736060118558e-03,1.457270634964e-02,3.736060118558e-03,1.457270634964e-02,1.740480400000e-03,2.260722300000e-03,1.000000000000e-01,0,1,1.000000000000e-01,12,1.108463624958e+00,BORIS,L0/dt-3e-11/eps-0.1/ranks-1,5.419207837659e-02,6.468317169036e-03,R34,8.583550000000e-01,-1.395745213229e+00,-1.312495616718e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.229883414911e-01,-1.394708925670e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.876040962746e+00,1.046095523636e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.341161133425e+00,3.877757780840e+00,0.000000000000e+00,0.000000000000e+00,3.984952585773e-03,1.455649023266e-02,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,-8.756554140722e-02,3.933339321977e-15,6.814226973055e-15,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,4.656547399993e-04,-1.586731562700e-04,-4.798817464100e-05,0.000000000000e+00,0.000000000000e+00,OK,,5.415084405659e-02,-1.457243714510e-02,-3.737690484922e-03,1.457243714510e-02,3.737690484922e-03,1.457243714510e-02,1.740463300000e-03,2.260726700000e-03,1.000000000000e-01,12,7.648128750734e-01,BORIS,L0/dt-3e-11/eps-0.1/ranks-1,5.415084405659e-02,6.464849226259e-03,R34,5.439510000000e-01,-1.395741537033e+00,-1.312487856086e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.229896481049e-01,-1.394709804697e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.876023118355e+00,1.046091400204e+01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.341156268597e+00,3.877748241524e+00,0.000000000000e+00,0.000000000000e+00,3.982547946235e-03,1.455404991695e-02,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,-8.756563017423e-02,2.309480687414e-15,4.630462109568e-15,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,5.068888199986e-04,-1.584040659800e-04,-4.961855385300e-05,0.000000000000e+00,0.000000000000e+00,1.000761471418e+00,1.000018473543e+00,9.995638038060e-01
1.000000000000e-10,INVALID,time step too long for QACH field extent,,,,,,,,,1.000000000000e-06,0,1,1.000000000000e-06,12,2.255677080248e-01,BORIS,L0/dt-1e-10/eps-1e-06/ranks-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID,time step too long for QACH field extent,,,,,,,,,1.000000000000e-06,12,2.234402499162e-01,BORIS,L0/dt-1e-10/eps-1e-06/ranks-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.000000000000e-10,INVALID,time step too long for QACH field extent,,,,,,,,,3.000000000000e-06,0,1,3.000000000000e-06,12,2.212243750691e-01,BORIS,L0/dt-1e-10/eps-3e-06/ranks-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID,time step too long for QACH field extent,,,,,,,,,3.000000000000e-06,12,2.233860830311e-01,BORIS,L0/dt-1e-10/eps-3e-06/ranks-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.000000000000e-10,INVALID,time step too long for QACH field extent,,,,,,,,,1.000000000000e-05,0,1,1.000000000000e-05,12,2.209730409086e-01,BORIS,L0/dt-1e-10/eps-1e-05/ranks-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID,time step too long for QACH field extent,,,,,,,,,1.000000000000e-05,12,2.215465409681e-01,BORIS,L0/dt-1e-10/eps-1e-05/ranks-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.000000000000e-10,INVALID,time step too long for QACH field extent,,,,,,,,,3.000000000000e-05,0,1,3.000000000000e-05,12,2.212457919959e-01,BORIS,L0/dt-1e-10/eps-3e-05/ranks-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID,time step too long for QACH field extent,,,,,,,,,3.000000000000e-05,12,2.268202500418e-01,BORIS,L0/dt-1e-10/eps-3e-05/ranks-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.000000000000e-10,INVALID,time step too long for QACH field extent,,,,,,,,,1.000000000000e-04,0,1,1.000000000000e-04,12,2.210990828462e-01,BORIS,L0/dt-1e-10/eps-0.0001/ranks-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID,time step too long for QACH field extent,,,,,,,,,1.000000000000e-04,12,2.270856669638e-01,BORIS,L0/dt-1e-10/eps-0.0001/ranks-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.000000000000e-10,INVALID,time step too long for QACH field extent,,,,,,,,,3.000000000000e-04,0,1,3.000000000000e-04,12,9.466367501300e-01,BORIS,L0/dt-1e-10/eps-0.0003/ranks-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID,time step too long for QACH field extent,,,,,,,,,3.000000000000e-04,12,2.271050000563e-01,BORIS,L0/dt-1e-10/eps-0.0003/ranks-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.000000000000e-10,INVALID,time step too long for QACH field extent,,,,,,,,,1.000000000000e-03,0,1,1.000000000000e-03,12,9.470560830086e-01,BORIS,L0/dt-1e-10/eps-0.001/ranks-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID,time step too long for QACH field extent,,,,,,,,,1.000000000000e-03,12,2.207646251190e-01,BORIS,L0/dt-1e-10/eps-0.001/ranks-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.000000000000e-10,INVALID,time step too long for QACH field extent,,,,,,,,,3.000000000000e-03,0,1,3.000000000000e-03,12,9.468237911351e-01,BORIS,L0/dt-1e-10/eps-0.003/ranks-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID,time step too long for QACH field extent,,,,,,,,,3.000000000000e-03,12,2.200560830534e-01,BORIS,L0/dt-1e-10/eps-0.003/ranks-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.000000000000e-10,INVALID,time step too long for QACH field extent,,,,,,,,,1.000000000000e-02,0,1,1.000000000000e-02,12,9.466867500450e-01,BORIS,L0/dt-1e-10/eps-0.01/ranks-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID,time step too long for QACH field extent,,,,,,,,,1.000000000000e-02,12,2.200314998627e-01,BORIS,L0/dt-1e-10/eps-0.01/ranks-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
