model,name,pair,kind,species,charge_units,witness_bunch_charge_C,step_since_t0,time_s,time_fs,time_ps,time_since_t0_fs,time_since_t0_ps,source_active,source_z_m,source_sigma_x_m,source_sigma_y_m,source_sigma_z_m,source_plus_3sigma_z_m,source_charge_C,x_m,y_m,z_abs_m,s_minus_ip_m,x_um,y_um,s_minus_ip_mm,px,py,pz,gamma,kinetic_keV,Ex_V_per_m,Ey_V_per_m,Ez_V_per_m,Bx_T,By_T,Bz_T,E_abs_V_per_m,B_abs_T
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,480,6.4e-12,6400,6.4,2400.0000000000005,2.4000000000000004,True,0.004019500340722531,0.0006911812293094484,0.0006919299434413327,0.0006048723777135947,0.0058341174738633155,-2.0027207925e-09,1.9443250769526974e-06,0.0,0.007222506956831665,0.001222506956831665,1.9443250769526974,0.0,1.222506956831665,7.27979633685779e-12,0.0,1.7320511921239157,2.000000333034442,510.9991201802501,-0.04540403114316558,0.0,-8.619650510099415,0.0,-1.5145121761448691e-10,0.0,8.619770092195102,1.5145121761448691e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,500,6.5e-12,6500,6.5,2500.0000000000005,2.5000000000000004,True,0.0040494795215859705,0.000702040966886474,0.0007028010082618392,0.0006052622724526004,0.0058652663389437715,-2.0027207925e-09,1.9443250770645104e-06,0.0,0.007248469746722795,0.001248469746722795,1.9443250770645104,0.0,1.248469746722795,7.639944449974361e-12,0.0,1.73205119263036,2.000000333473035,510.99912040437073,-0.04628450971064173,0.0,-8.646492360635001,0.0,-1.5438817161989782e-10,0.0,8.646616239799162,1.5438817161989782e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,520,6.6e-12,6600,6.6000000000000005,2600.0000000000005,2.6,True,0.004079458702449409,0.000712900743831043,0.0007136721111432034,0.000605657948989539,0.005896432549418026,-2.0027207925e-09,1.9443250771817737e-06,0.0,0.007274432536615825,0.0012744325366158245,1.9443250771817737,0.0,1.2744325366158245,8.007168936315478e-12,0.0,1.7320511931383837,2.000000333912997,510.99912062919077,-0.04720686728540988,0.0,-8.673511048993682,0.0,-1.5746481865447747e-10,0.0,8.673639513222485,1.5746481865447747e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,540,6.7e-12,6700,6.7,2700.0,2.7,True,0.004109437883312848,0.0007237605584084699,0.0007245432503574535,0.0006060593953643367,0.005927616069405858,-2.0027207925e-09,1.944325077304596e-06,0.0,0.00730039532651076,0.0013003953265107596,1.944325077304596,0.0,1.3003953265107595,8.38180336045931e-12,0.0,1.7320511936479983,2.000000334354336,510.99912085471476,-0.04817229178131704,0.0,-8.700708798753986,0.0,-1.6068512116371844e-10,0.0,8.700842152941892,1.6068512116371844e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,560,6.8e-12,6800,6.8,2800.0,2.8000000000000003,True,0.004139417064176287,0.0007346204090218378,0.0007354144243235312,0.000606466599570057,0.005958816862886458,-2.0027207925e-09,1.9443250774330913e-06,0.0,0.007326358116407611,0.0013263581164076107,1.9443250774330914,0.0,1.3263581164076106,8.764190908143968e-12,0.0,1.7320511941592125,2.0000003347970603,510.9991210809463,-0.04918204727691416,0.0,-8.728087883501097,0.0,-1.6405329565066866e-10,0.0,8.72822645076839,1.6405329565066866e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,580,6.9e-12,6900,6.9,2900.0,2.9000000000000004,True,0.004169396245039725,0.0007454802942160411,0.0007462856316077659,0.0006068795495477136,0.0059900348936828655,-2.0027207925e-09,1.9443250775673803e-06,0.0,0.00735232090630638,0.0013523209063063795,1.9443250775673804,0.0,1.3523209063063795,9.154684987537269e-12,0.0,1.7320511946720387,2.000000335241181,510.9991213078915,-0.05023747475098109,0.0,-8.755650628351216,0.0,-1.6757381512937312e-10,0.0,8.75579475145554,1.6757381512937312e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,600,7e-12,7000,7.0,3000.0,3.0,True,0.004199375425903164,0.0007563402126689415,0.0007571568709138082,0.0006072982331850659,0.006021270125458362,-2.0027207925e-09,1.9443250777075846e-06,0.0,0.007378283696207073,0.001378283696207073,1.9443250777075847,0.0,1.378283696207073,9.553649837142911e-12,0.0,1.7320511951864868,2.0000003356867064,510.99912153555454,-0.05133999304467453,0.0,-8.78339941154509,0.0,-1.7125141233424713e-10,0.0,8.7835494543844,1.7125141233424713e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,620,7.1e-12,7100,7.1,3100.0,3.1,True,0.004229354606766603,0.0007672001631986023,0.0007680281410626538,0.0006077226383173991,0.006052522521718801,-2.0027207925e-09,1.9443250778538363e-06,0.0,0.007404246486109697,0.0014042464861096973,1.9443250778538363,0.0,1.4042464861096973,9.961461142052427e-12,0.0,1.7320511957025682,2.000000336133646,510.9991217639401,-0.05249110003134689,0.0,-8.811336666103994,0.0,-1.7509108362216346e-10,0.0,8.811493015318751,1.7509108362216346e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,640,7.2e-12,7200,7.2,3200.0,3.2,True,0.004259333787630042,0.0007780601447480419,0.0007788994409797495,0.0006081527527177261,0.00608379204578322,-2.0027207925e-09,1.944325078006269e-06,0.0,0.0074302092760142584,0.0014302092760142583,1.944325078006269,0.0,1.4302092760142584,1.0378506660048622e-11,0.0,1.732051196220294,2.0000003365820094,510.99912199305345,-0.05369237396030572,0.0,-8.839464881489235,0.0,-1.790980934547417e-10,0.0,8.83962794817197,1.790980934547417e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,660,7.3e-12,7300,7.3,3300.0,3.3000000000000003,True,0.004289312968493481,0.0007889201563503809,0.0007897707696822518,0.0006085885640777171,0.006115078660726633,-2.0027207925e-09,1.9443250781650235e-06,0.0,0.007456172065920763,0.0014561720659207631,1.9443250781650234,0.0,1.456172065920763,1.0805186858889264e-11,0.0,1.732051196739675,2.000000337031807,510.9991222228995,-0.05494547496441561,0.0,-8.86778660526948,0.0,-1.8327797942715598e-10,0.0,8.867956826790254,1.8327797942715598e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,680,7.4e-12,7400,7.4,3400.0,3.4,True,0.00431929214935692,0.0007997801970743598,0.0008006421262398953,0.0006090300599900762,0.006146382329327148,-2.0027207925e-09,1.9443250783302496e-06,0.0,0.007482134855829218,0.0014821348558292178,1.9443250783302495,0.0,1.4821348558292178,1.124191556610326e-11,0.0,1.7320511972607235,2.000000337483048,510.9991224534833,-0.05625214674382378,0.0,-8.896304444847072,0.0,-1.8763655788442684e-10,0.0,8.896482286804098,1.8763655788442684e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,700,7.5e-12,7500,7.5,3500.0,3.5,True,0.004349271330220358,0.0008106402659798192,0.0008115135097307883,0.0006094772279377082,0.006177703014033482,-2.0027207925e-09,1.9443250785021007e-06,0.0,0.007508097645739628,0.0015080976457396275,1.9443250785021007,0.0,1.5080976457396276,1.1689120632686695e-11,0.0,1.7320511977834507,2.000000337935743,510.99912268480983,-0.05761421842689467,0.0,-8.92502106927191,0.0,-1.9217993012881733e-10,0.0,8.925207027577144,1.9217993012881733e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,720,7.6e-12,7600,7.6,3600.0,3.6,True,0.004379250511083797,0.0008215003621013809,0.0008223849192193526,0.000609930055287146,0.006209040676945235,-2.0027207925e-09,1.9443250786807357e-06,0.0,0.007534060435651999,0.0015340604356519991,1.9443250786807358,0.0,1.5340604356519991,1.2147244612043514e-11,0.0,1.7320511983078686,2.0000003383899023,510.9991229168848,-0.059033606595587644,0.0,-8.95393921113359,0.0,-1.9691448917575132e-10,0.0,8.954133814243749,1.9691448917575132e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,740,7.7e-12,7700,7.7,3700.0,3.7,True,0.004409229691947236,0.0008323604844377056,0.0008332563537352296,0.0006103885292766584,0.006240395279777211,-2.0027207925e-09,1.944325078866322e-06,0.0,0.00756002322556634,0.0015600232255663397,1.9443250788663218,0.0,1.5600232255663398,1.2616745455376142e-11,0.0,1.7320511988339886,2.0000003388455356,510.99912314971294,-0.06051231745194882,0.0,-8.983061668485723,0.0,-2.0184692698043668e-10,0.0,8.98326547978968,2.0184692698043668e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,760,7.8e-12,7800,7.8,3800.0,3.8,True,0.0044392088728106745,0.0008432206319454341,0.0008441278122577476,0.0006108526369996434,0.006271766783809605,-2.0027207925e-09,1.944325079059036e-06,0.0,0.007585986015482655,0.0015859860154826553,1.9443250790590358,0.0,1.5859860154826553,1.3098097224615304e-11,0.0,1.7320511993618228,2.0000003393026535,510.9991233832997,-0.06205244912044627,0.0,-9.012391306805018,0.0,-2.069842421176121e-10,0.0,9.012604927179295,2.069842421176121e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,780,7.9e-12,7900,7.8999999999999995,3900.0,3.9,True,0.004469188053674114,0.0008540808035392262,0.0008549992937029228,0.000611322365381841,0.006303155149819636,-2.0027207925e-09,1.9443250792590555e-06,0.0,0.007611948805400952,0.0016119488054009519,1.9443250792590554,0.0,1.6119488054009519,1.3591790823920654e-11,0.0,1.7320511998913837,2.0000003397612667,510.9991236176505,-0.06365619407659386,0.0,-9.041931060976736,0.0,-2.1233374788254694e-10,0.0,9.04215513152148,2.1233374788254694e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,800,8e-12,8000,8.0,4000.0,4.0,True,0.004499167234537553,0.0008649409980884795,0.0008658707969169291,0.0006117977011578444,0.006334560338011086,-2.0027207925e-09,1.9443250794665714e-06,0.0,0.007637911595321237,0.0016379115953212365,1.9443250794665714,0.0,1.6379115953212364,1.4098334750773942e-11,0.0,1.7320512004226836,2.0000003402213857,510.9991238527709,-0.06532584170976301,0.0,-9.071683937334166,0.0,-2.1790308083964226e-10,0.0,9.071919142302901,2.1790308083964226e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,820,8.1e-12,8100,8.1,4100.0,4.1,True,0.004529146415400991,0.0008758012144072117,0.0008767423206908344,0.0006122786308669731,0.00636598230800191,-2.0027207925e-09,1.9443250796817796e-06,0.0,0.007663874385243515,0.0016638743852435151,1.9443250796817795,0.0,1.6638743852435152,1.461825586788961e-11,0.0,1.7320512009557345,2.000000340683022,510.9991240886664,-0.06706378106629707,0.0,-9.101653015860105,0.0,-2.2370020997245583e-10,0.0,9.101900085797814,2.2370020997245583e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,840,8.2e-12,8200,8.2,4200.0,4.2,True,0.00455912559626443,0.0008866614512737745,0.0008876138637845621,0.0006127651408727464,0.006397421018882669,-2.0027207925e-09,1.9443250799048855e-06,0.0,0.007689837175167794,0.001689837175167794,1.9443250799048855,0.0,1.6898371751677939,1.5152100197405223e-11,0.0,1.7320512014905511,2.0000003411461864,510.9991243253431,-0.06887250378521531,0.0,-9.131841452582137,0.0,-2.2973344647613545e-10,0.0,9.132101167687264,2.2973344647613545e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,860,8.3e-12,8300,8.299999999999999,4300.0,4.3,True,0.004589104777127869,0.0008975217074774015,0.0008984854249667756,0.000613257217391307,0.00642887642930179,-2.0027207925e-09,1.9443250801361013e-06,0.0,0.007715799965094081,0.0017157999650940807,1.9443250801361014,0.0,1.7157999650940807,1.5700433738752116e-11,0.0,1.7320512020271441,2.0000003416108894,510.9991245628058,-0.07075460719603573,0.0,-9.162252482092882,0.0,-2.3601145409062096e-10,0.0,9.162525675819776,2.3601145409062096e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,880,8.4e-12,8400,8.4,4400.0,4.3999999999999995,True,0.004619083957991307,0.0009083819818481995,0.0009093570030540442,0.0006137548465151002,0.006460348497536608,-2.0027207925e-09,1.944325080375648e-06,0.0,0.0077417627550223815,0.0017417627550223814,1.9443250803756482,0.0,1.7417627550223813,1.626384331137524e-11,0.0,1.7320512025655277,2.0000003420771435,510.99912480106116,-0.07271279755030109,0.0,-9.192889420125697,0.0,-2.425432598798317e-10,0.0,9.193176983044902,2.425432598798317e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,900,8.5e-12,8500,8.5,4500.0,4.5,True,0.0046490631388547456,0.0009192422732906921,0.0009202285969363201,0.0006142580142438094,0.0064918371815861735,-2.0027207925e-09,1.9443250806237577e-06,0.0,0.007767725544952703,0.0017677255449527031,1.9443250806237578,0.0,1.7677255449527032,1.6842937423461624e-11,0.0,1.7320512031057143,2.0000003425449586,510.9991250401142,-0.07474989341620394,0.0,-9.223755666252815,0.0,-2.49338265554892e-10,0.0,9.224058550188017,2.49338265554892e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,920,8.6e-12,8600,8.6,4600.0,4.6,True,0.0046790423197181855,0.0009301025807972754,0.0009311002055934323,0.0006147667065184366,0.006523342439273496,-2.0027207925e-09,1.9443250808806683e-06,0.0,0.007793688334885053,0.0017936883348850527,1.9443250808806682,0.0,1.7936883348850527,1.743834716793986e-11,0.0,1.732051203647719,2.0000003430143485,510.9991252799719,-0.07686882923103781,0.0,-9.254854706688223,0.0,-2.564062593238074e-10,0.0,9.255173929149928,2.564062593238074e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,940,8.7e-12,8700,8.7,4700.0,4.7,True,0.004709021500581624,0.0009409629034447495,0.0009419718281025083,0.0006152809092431262,0.006554864228311003,-2.0027207925e-09,1.9443250811466307e-06,0.0,0.00781965112481944,0.0018196511248194398,1.9443250811466306,0.0,1.8196511248194398,1.8050727146835216e-11,0.0,1.7320512041915541,2.0000003434853237,510.9991255206398,-0.07907265896943987,0.0,-9.286190117110932,0.0,-2.6375742812737844e-10,0.0,9.286526766047963,2.6375742812737844e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,960,8.8e-12,8800,8.799999999999999,4800.0,4.8,True,0.004739000681445062,0.0009518232404016622,0.000952843463646947,0.0006158006082924944,0.006586402506322545,-2.0027207925e-09,1.944325081421904e-06,0.0,0.007845613914755864,0.0018456139147558642,1.9443250814219042,0.0,1.8456139147558641,1.8680756424835595e-11,0.0,1.732051204737234,2.0000003439578964,510.9991257621239,-0.08136455991257457,0.0,-9.317765565492591,0.0,-2.7140237021181694e-10,0.0,9.31812080438375,2.7140237021181694e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,980,8.9e-12,8900,8.9,4900.0,4.8999999999999995,True,0.004768979862308502,0.0009626835909334041,0.0009637151115100099,0.0006163257895160525,0.006617957230856659,-2.0027207925e-09,1.9443250817067584e-06,0.0,0.007871576704694341,0.0018715767046943409,1.9443250817067583,0.0,1.8715767046943408,1.9329139512975036e-11,0.0,1.7320512052847739,2.0000003444320797,510.9991260044311,-0.08374783654888088,0.0,-9.349584814992037,0.0,-2.7935210814020967e-10,0.0,9.349959888301997,2.7935210814020967e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1000,9e-12,9000,9.0,5000.0,5.0,True,0.00479895904317194,0.0009735439543889058,0.0009745867710599118,0.0006168564387368119,0.006649528359382376,-2.0027207925e-09,1.9443250820014725e-06,0.0,0.007897539494634865,0.0018975394946348645,1.9443250820014724,0.0,1.8975394946348645,1.9996607383438007e-11,0.0,1.7320512058341868,2.0000003449078854,510.9991262475673,-0.08622592459809043,0.0,-9.381651726900541,0.0,-2.876181022151694e-10,0.0,9.3820479659256,2.876181022151694e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1020,9.1e-12,9100,9.1,5100.0,5.1,True,0.004828938224035378,0.000984404330185968,0.0009854584417419974,0.0006173925417536373,0.006681115849296291,-2.0027207925e-09,1.94432508230634e-06,0.0,0.007923502284577461,0.001923502284577461,1.94432508230634,0.0,1.9235022845774612,2.068391851654744e-11,0.0,1.7320512063854885,2.0000003453853266,510.99912649153924,-0.0888023951838813,0.0,-9.413970263693013,0.0,-2.962122643972794e-10,0.0,9.41438909282417,2.962122643972794e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1040,9.2e-12,9200,9.2,5200.0,5.199999999999999,True,0.0048589174048988175,0.0009952647178061752,0.0009963301230720588,0.0006179340843411744,0.0067127196579223405,-2.0027207925e-09,1.9443250826216628e-06,0.0,0.007949465074522113,0.0019494650745221134,1.9443250826216627,0.0,1.9494650745221134,2.1391859981034966e-11,0.0,1.732051206938693,2.000000345864416,510.99912673635356,-0.09148095913639159,0.0,-9.446544492152242,0.0,-3.051469726567028e-10,0.0,9.446987435584763,3.051469726567028e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1060,9.3e-12,9300,9.299999999999999,5300.0,5.3,True,0.004888896585762257,0.0010061251167923222,0.0010072018146235154,0.0006184810522371623,0.006744339742473744,-2.0027207925e-09,1.9443250829477573e-06,0.0,0.007975427864468847,0.0019754278644688473,1.9443250829477574,0.0,1.9754278644688472,2.2121248548486762e-11,0.0,1.7320512074938157,2.0000003463451663,510.9991269820163,-0.09426547139015054,0.0,-9.479378586501786,0.0,-3.1443508564306983e-10,0.0,9.479847275421951,3.1443508564306983e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1080,9.4e-12,9400,9.4,5400.0,5.3999999999999995,True,0.004918875766625695,0.0010169855267443079,0.001018073516018903,0.000619033431125604,0.006775976060002507,-2.0027207925e-09,1.9443250832849527e-06,0.0,0.008001390654417663,0.002001390654417663,1.9443250832849526,0.0,2.001390654417663,2.287293184279736e-11,0.0,1.7320512080508719,2.000000346827591,510.9991272285349,-0.09715993549958953,0.0,-9.51247683159725,0.0,-3.240899577475691e-10,0.0,9.512973011879133,3.240899577475691e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1100,9.5e-12,9500,9.5,5500.0,5.5,True,0.004948854947489134,0.0010278459473082504,0.0010289452269143014,0.0006195912066197165,0.006807628567348283,-2.0027207925e-09,1.944325083633586e-06,0.0,0.008027353444368572,0.0020273534443685723,1.944325083633586,0.0,2.0273534443685723,2.3647789525599367e-11,0.0,1.732051208609878,2.0000003473117047,510.99912747591645,-0.10016850828414328,0.0,-9.54584362619723,0.0,-3.341254545973034e-10,0.0,9.54636916664457,3.341254545973034e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1120,9.600000000000001e-12,9600,9.600000000000001,5600.000000000001,5.600000000000001,True,0.004978834128352573,0.0010387063781602615,0.0010398169469826724,0.0006201543642453856,0.00683929722108873,-2.0027207925e-09,1.944325083994014e-06,0.0,0.008053316234321586,0.002053316234321586,1.944325083994014,0.0,2.053316234321586,2.4446734518694765e-11,0.0,1.7320512091708489,2.0000003477975197,510.99912772416735,-0.10329550460468258,0.0,-9.579483486320283,0.0,-3.4455596898771967e-10,0.0,9.580040387490783,3.4455596898771967e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1140,9.7e-12,9700,9.7,5699.999999999999,5.699999999999999,True,0.005008813309216011,0.0010495668189922838,0.0010506886759075696,0.0006207228894338179,0.0068709819775174645,-2.0027207925e-09,1.944325084366605e-06,0.0,0.008079279024276704,0.0020792790242767038,1.944325084366605,0.0,2.079279024276704,2.5270714264634073e-11,0.0,1.7320512097338017,2.000000348285051,510.9991279732954,-0.10654540230217277,0.0,-9.613401048744612,0.0,-3.5539643735616527e-10,0.0,9.613991452396643,3.5539643735616527e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1160,9.800000000000001e-12,9800,9.8,5800.000000000001,5.800000000000001,True,0.005038792490079451,0.0010604272694963454,0.0010615604133717804,0.0006212967675151243,0.006902682792624824,-2.0027207925e-09,1.9443250847517397e-06,0.0,0.008105241814233935,0.0021052418142339345,1.9443250847517397,0.0,2.1052418142339344,2.6120712026626414e-11,0.0,1.732051210298752,2.0000003487743125,510.9991282233075,-0.1099228472737004,0.0,-9.64760107460196,0.0,-3.6666235671365343e-10,0.0,9.648227273805984,3.6666235671365343e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1180,9.9e-12,9900,9.899999999999999,5899.999999999999,5.8999999999999995,True,0.0050687716709428895,0.001071287729346082,0.00107243215904441,0.0006218759837061256,0.006934399622061266,-2.0027207925e-09,1.9443250851498185e-06,0.0,0.008131204604193285,0.002131204604193285,1.9443250851498186,0.0,2.131204604193285,2.699774822876417e-11,0.0,1.7320512108657167,2.0000003492653184,510.99912847421103,-0.11343265865978497,0.0,-9.682088453022747,0.0,-3.7836980194783534e-10,0.0,9.682752902982035,3.7836980194783534e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1200,1.0000000000000001e-11,10000,10.000000000000002,6000.000000000001,6.000000000000001,True,0.005098750851806329,0.0010821481981802843,0.0010833039125732245,0.0006224605231007728,0.006966132421108647,-2.0027207925e-09,1.944325085561253e-06,0.0,0.008157167394154766,0.002157167394154766,1.9443250855612528,0.0,2.157167394154766,2.790288183754239e-11,0.0,1.7320512114347117,2.0000003497580825,510.99912872601294,-0.11707983417155543,0.0,-9.716868204885829,0.0,-3.9053544359250944e-10,0.0,9.7175735345142,3.9053544359250944e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1220,1.01e-11,10100,10.1,6099.999999999999,6.1,True,0.005128730032669767,0.001093008675593237,0.001094175673562196,0.0006230503706577784,0.006997881144643102,-2.0027207925e-09,1.944325085986472e-06,0.0,0.00818313018411838,0.0021831301841183804,1.944325085986472,0.0,2.1831301841183803,2.883721178569405e-11,0.0,1.7320512120057563,2.0000003502526216,510.99912897872184,-0.12086955553661378,0.0,-9.751945486637926,0.0,-4.031765659930282e-10,0.0,9.752694510944831,4.031765659930282e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1240,1.0200000000000001e-11,10200,10.200000000000001,6200.000000000001,6.200000000000001,True,0.005158709213533206,0.0011038691611190464,0.0011050474415435203,0.0006236455111863165,0.007029645747092156,-2.0027207925e-09,1.944325086425922e-06,0.0,0.008209092974084141,0.0022090929740841408,1.944325086425922,0.0,2.209092974084141,2.980187843928221e-11,0.0,1.7320512125788676,2.0000003507489508,510.9991292323456,-0.12480719406571861,0.0,-9.787325594187028,0.0,-4.163110858747152e-10,0.0,9.78812132752343,4.163110858747152e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1260,1.03e-11,10300,10.299999999999999,6299.999999999999,6.3,True,0.005188688394396644,0.0011147296542260404,0.0011159192159728832,0.0006242459293394702,0.007061426182415054,-2.0027207925e-09,1.9443250868800684e-06,0.0,0.008235055764052052,0.002235055764052052,1.9443250868800683,0.0,2.2350557640520523,3.0798065109132756e-11,0.0,1.7320512131540622,2.000000351247084,510.99912948689104,-0.12889831637660265,0.0,-9.823013966936504,0.0,-4.29957571435424e-10,0.0,9.823859637158623,4.29957571435424e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1280,1.0400000000000001e-11,10400,10.4,6400.000000000001,6.400000000000001,True,0.005218667575260084,0.0011255901543483695,0.0011267909962621343,0.0006248516096399392,0.007093222404179901,-2.0027207925e-09,1.94432508734939e-06,0.0,0.008261018554022125,0.002261018554022125,1.9443250873493898,0.0,2.261018554022125,3.1826999608256175e-11,0.0,1.73205121373136,2.000000351747038,510.9991297423672,-0.13314869038664498,0.0,-9.85901619213882,0.0,-4.441352623348977e-10,0.0,9.859915255751803,4.441352623348977e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1300,1.05e-11,10500,10.5,6499.999999999999,6.499999999999999,True,0.005248646756123522,0.0011364506609196805,0.0011376627818180706,0.0006254625365136221,0.007125034365664388,-2.0027207925e-09,1.9443250878343882e-06,0.0,0.008286981343994363,0.002286981343994363,1.9443250878343883,0.0,2.286981343994363,3.288995585707659e-11,0.0,1.732051214310781,2.0000003522488314,510.999129998783,-0.13756429149469768,0.0,-9.89533800941588,0.0,-4.5886409031507855e-10,0.0,9.896294167762248,4.5886409031507855e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1320,1.0600000000000001e-11,10600,10.600000000000001,6600.000000000001,6.6000000000000005,True,0.005278625936986961,0.0011473111733946956,0.0011485345720676627,0.0006260786943182092,0.007156862019941588,-2.0027207925e-09,1.944325088335583e-06,0.0,0.008312944133968776,0.002312944133968776,1.9443250883355832,0.0,2.312944133968776,3.3988255537771466e-11,0.0,1.7320512148923397,2.0000003527524766,510.9991302561452,-0.1421513089023119,0.0,-9.931985315358903,0.0,-4.741647002854025e-10,0.0,9.93300253191992,4.741647002854025e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1340,1.07e-11,10700,10.7,6699.999999999999,6.699999999999999,True,0.005308605117850399,0.0011581716912608918,0.0011594063664628097,0.0006267000673667781,0.007188705319950733,-2.0027207925e-09,1.9443250888535137e-06,0.0,0.008338906923945373,0.0023389069239453733,1.9443250888535137,0.0,2.3389069239453733,3.5123269798809633e-11,0.0,1.7320512154760572,2.000000353257991,510.9991305144624,-0.14691615207224512,0.0,-9.96896416820612,0.0,-4.900584718660144e-10,0.0,9.970046687088143,4.900584718660144e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1360,1.0800000000000001e-11,10800,10.8,6800.000000000001,6.800000000000001,True,0.005338584298713839,0.0011690322140514861,0.001170278164484953,0.0006273266399360062,0.007220564218521857,-2.0027207925e-09,1.9443250893887424e-06,0.0,0.00836486971392416,0.0023648697139241597,1.9443250893887425,0.0,2.36486971392416,3.629642101054783e-11,0.0,1.7320512160619543,2.0000003537653925,510.9991307737441,-0.1518654572650602,0.0,-10.006280792517636,0.0,-5.065675411914673e-10,0.0,10.007433158198845,5.065675411914673e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1380,1.09e-11,10900,10.899999999999999,6899.999999999999,6.8999999999999995,True,0.005368563479577277,0.001179892741350743,0.0011811499656632822,0.0006279583962716445,0.0072524386683922104,-2.0027207925e-09,1.9443250899418507e-06,0.0,0.00839083250390515,0.0023908325039051492,1.9443250899418507,0.0,2.3908325039051492,3.7509184572695824e-11,0.0,1.7320512166500501,2.0000003542746985,510.99913103399894,-0.15700609420669687,0.0,-10.043941583933353,0.0,-5.237148231513001e-10,0.0,10.045168662351255,5.237148231513001e-10
analytic Gaussian c0,Te-6,6,2,electron,-1,-9.613059803999999e-19,1400,1.1e-11,11000,11.0,7000.000000000001,7.000000000000001,True,0.005398542660440716,0.00119075327279079,0.0011920217695862041,0.0006285953205926759,0.007284328622218744,-2.0027207925e-09,1.944325090513444e-06,0.0,0.008416795293888345,0.0024167952938883453,1.9443250905134442,0.0,2.4167952938883452,3.8763090774702146e-11,0.0,1.732051217240365,2.000000354785926,510.99913129523566,-0.16234517289336814,0.0,-10.081953114023557,0.0,-5.415240340886782e-10,0.0,10.083260115088327,5.415240340886782e-10
