plane,analytic_phase,tracked_phase,phase_error,modulus_error
horizontal,0.2298924308671466,0.22989243123088463,3.637380119325684e-10,8.393584716159808e-10
vertical,0.31046360297978925,0.31046360317484206,1.9505280723919327e-10,1.5165690925300623e-10
