run,path,timer,ranks,wall_max_s,wall_min_s,wall_avg_s,fraction_of_main
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,BB transition dump,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,bDeviceSyncronizati,1,0.0005368,0.0005368,0.0005368,1.5099859353023912e-05
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,bHistogramInit,1,0.5572,0.5572,0.5572,0.01567369901547117
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,bMergeBins,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,BB CIC scatter,1,0.05967,0.05967,0.05967,0.001678481012658228
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,BB halo accum,1,0.001203,0.001203,0.001203,3.383966244725739e-05
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,fillHalo,1,0.0003393,0.0003393,0.0003393,9.544303797468356e-06
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,gather,1,0.1131,0.1131,0.1131,0.0031814345991561187
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,mainTimer,1,30.99,30.99,30.99,1.0
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,Write Stat,1,0.07222,0.07222,0.07222,0.0023304291707002263
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,Write H5-File,1,0.2551,0.2551,0.2551,0.008231687641174573
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,bInitLimits,1,0.05627,0.05627,0.05627,0.0018157470151661827
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,bAllReduceLimits,1,0.0004809,0.0004809,0.0004809,1.551790900290416e-05
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,bAllReduceGlobalHis,1,0.0007032,0.0007032,0.0007032,2.2691190706679574e-05
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,bAssignUniformBins,1,0.05294,0.05294,0.05294,0.0017082929977412069
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,bExecuteHistoReduct,1,0.1061,0.1061,0.1061,0.0034236850596966765
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,bSortContainerByBin,1,0.05896,0.05896,0.05896,0.0019025492094223943
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,bVerifySorting,1,0.0,0.0,0.0,0.0
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,Initialize,1,0.008157,0.008157,0.008157,0.0002632139399806389
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,Initialize: extra H,1,0.0004857,0.0004857,0.0004857,1.5672797676669894e-05
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,Warmup,1,0.003873,0.003873,0.003873,0.00012497579864472413
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,Green Init,1,0.002314,0.002314,0.002314,7.466924814456277e-05
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,FFT: Green,1,0.1903,0.1903,0.1903,0.006140690545337206
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,Solve,1,17.01,17.01,17.01,0.5488867376573089
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,Solve: Physical to,1,0.06627,0.06627,0.06627,0.002138431752178122
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,FFT: Rho,1,2.911,2.911,2.911,0.09393352694417555
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,FFT: Convolution,1,2.954,2.954,2.954,0.09532107131332689
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,Solve: Double to ph,1,0.06819,0.06819,0.06819,0.0022003872216844146
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,Solve: Electric fie,1,10.26,10.26,10.26,0.33107454017424975
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,FFT: Efield,1,8.777,8.777,8.777,0.28322039367537916
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,Efield: double to p,1,0.229,0.229,0.229,0.007389480477573412
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,samplingTime,1,0.001188,0.001188,0.001188,3.8334946757018394e-05
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,Sampling,1,0.000615,0.000615,0.000615,1.984511132623427e-05
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,particleBC,1,0.6095,0.6095,0.6095,0.019667634720877705
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,updateParticle,1,0.0,0.0,0.0,0.0
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,computeMoments,1,0.6416,0.6416,0.6416,0.020703452726686028
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,TIntegration1,1,0.4931,0.4931,0.4931,0.015911584382058728
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,TIntegration2,1,0.8301,0.8301,0.8301,0.026786060019361083
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,External field eval,1,1.504,1.504,1.504,0.04853178444659568
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,PluginElements,1,0.0,0.0,0.0,0.0
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,Binaryrepart,1,0.0,0.0,0.0,0.0
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,OrbThreader,1,0.02488,0.02488,0.02488,0.000802839625685705
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,BB window total,1,20.81,20.81,20.81,0.6715069377218458
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,BB entry trans,1,0.0,0.0,0.0,0.0
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,BB mesh setup,1,1.107,1.107,1.107,0.03572120038722169
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,BB self fields,1,18.64,18.64,18.64,0.601484349790255
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,BB transform back,1,0.2722,0.2722,0.2722,0.008783478541464988
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,BB witness gather,1,0.6071,0.6071,0.6071,0.019590190383994836
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,BB transition dump,1,0.0,0.0,0.0,0.0
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,bDeviceSyncronizati,1,0.0005328,0.0005328,0.0005328,1.719264278799613e-05
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,bHistogramInit,1,0.5003,0.5003,0.5003,0.016143917392707326
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,bMergeBins,1,0.0,0.0,0.0,0.0
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,BB CIC scatter,1,0.06097,0.06097,0.06097,0.001967408841561794
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,BB halo accum,1,0.001356,0.001356,0.001356,4.3756050338818975e-05
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,fillHalo,1,0.0006565,0.0006565,0.0006565,2.118425298483382e-05
one_c0_track12_smoke,sandbox/Drift-Experiment/one_c0_track12_smoke/timing.dat,gather,1,0.3174,0.3174,0.3174,0.010242013552758956
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,mainTimer,1,365.4,365.4,365.4,1.0
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,Write Stat,1,0.2655,0.2655,0.2655,0.000726600985221675
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,Write H5-File,1,3.016,3.016,3.016,0.008253968253968255
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,bInitLimits,1,0.3998,0.3998,0.3998,0.001094143404488232
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,bAllReduceLimits,1,0.001572,0.001572,0.001572,4.302134646962233e-06
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,bAllReduceGlobalHis,1,0.002736,0.002736,0.002736,7.48768472906404e-06
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,bAssignUniformBins,1,0.3794,0.3794,0.3794,0.0010383141762452107
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,bExecuteHistoReduct,1,0.5131,0.5131,0.5131,0.0014042145593869734
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,bSortContainerByBin,1,49.71,49.71,49.71,0.13604269293924467
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,bVerifySorting,1,0.0,0.0,0.0,0.0
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,Initialize,1,0.04434,0.04434,0.04434,0.00012134646962233169
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,Initialize: extra H,1,0.001131,0.001131,0.001131,3.0952380952380957e-06
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,Warmup,1,0.02633,0.02633,0.02633,7.205801860974276e-05
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,Green Init,1,0.01317,0.01317,0.01317,3.6042692939244665e-05
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,FFT: Green,1,0.03887,0.03887,0.03887,0.00010637657361795294
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,Solve,1,104.5,104.5,104.5,0.2859879584017515
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,Solve: Physical to,1,0.1223,0.1223,0.1223,0.00033470169677066235
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,FFT: Rho,1,19.9,19.9,19.9,0.05446086480569239
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,FFT: Convolution,1,19.94,19.94,19.94,0.054570333880678716
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,Solve: Double to ph,1,0.1205,0.1205,0.1205,0.0003297755883962781
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,Solve: Electric fie,1,63.03,63.03,63.03,0.17249589490968803
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,FFT: Efield,1,59.45,59.45,59.45,0.1626984126984127
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,Efield: double to p,1,0.4106,0.4106,0.4106,0.0011237000547345377
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,samplingTime,1,0.05157,0.05157,0.05157,0.00014113300492610837
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,Sampling,1,0.05122,0.05122,0.05122,0.0001401751505199781
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,particleBC,1,1.538,1.538,1.538,0.004209085933223865
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,updateParticle,1,0.0,0.0,0.0,0.0
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,computeMoments,1,7.625,7.625,7.625,0.02086754241926656
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,TIntegration1,1,1.875,1.875,1.875,0.00513136288998358
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,TIntegration2,1,3.852,3.852,3.852,0.010541871921182267
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,External field eval,1,8.396,8.396,8.396,0.02297755883962781
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,PluginElements,1,0.0,0.0,0.0,0.0
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,Binaryrepart,1,0.0,0.0,0.0,0.0
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,OrbThreader,1,0.02513,0.02513,0.02513,6.877394636015326e-05
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,BB window total,1,319.9,319.9,319.9,0.8754789272030651
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,BB entry trans,1,0.0,0.0,0.0,0.0
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,BB mesh setup,1,5.824,5.824,5.824,0.015938697318007664
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,BB self fields,1,305.4,305.4,305.4,0.8357963875205254
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,BB transform back,1,1.659,1.659,1.659,0.0045402298850574715
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,BB witness gather,1,1.033,1.033,1.033,0.00282703886152162
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,BB transition dump,1,0.0,0.0,0.0,0.0
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,bDeviceSyncronizati,1,0.0005554,0.0005554,0.0005554,1.5199781061850026e-06
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,bHistogramInit,1,0.6998,0.6998,0.6998,0.001915161466885605
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,bMergeBins,1,0.0,0.0,0.0,0.0
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,BB CIC scatter,1,145.3,145.3,145.3,0.39764641488779423
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,BB halo accum,1,0.003434,0.003434,0.003434,9.39792008757526e-06
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,fillHalo,1,0.001225,0.001225,0.001225,3.3524904214559387e-06
withness_t0_4ps_active_1600fs_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_1600fs_release_shifted_c0/timing.dat,gather,1,2.575,2.575,2.575,0.007047071702244117
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,mainTimer,1,4172.0,4172.0,4172.0,1.0
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,Write Stat,1,2.915,2.915,2.915,0.0006987056567593481
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,Write H5-File,1,3.698,3.698,3.698,0.0008863854266538831
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,bInitLimits,1,4.601,4.601,4.601,0.0011028283796740172
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,bAllReduceLimits,1,0.01617,0.01617,0.01617,3.875838926174497e-06
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,bAllReduceGlobalHis,1,0.02799,0.02799,0.02799,6.709012464046021e-06
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,bAssignUniformBins,1,4.361,4.361,4.361,0.0010453020134228188
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,bExecuteHistoReduct,1,5.325,5.325,5.325,0.001276366251198466
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,bSortContainerByBin,1,550.3,550.3,550.3,0.13190316395014381
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,bVerifySorting,1,0.0,0.0,0.0,0.0
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,Initialize,1,0.05229,0.05229,0.05229,1.2533557046979866e-05
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,Initialize: extra H,1,0.001174,0.001174,0.001174,2.813998082454458e-07
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,Warmup,1,0.0303,0.0303,0.0303,7.262703739213806e-06
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,Green Init,1,0.01713,0.01713,0.01713,4.10594439117929e-06
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,FFT: Green,1,0.08139,0.08139,0.08139,1.9508628954937682e-05
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,Solve,1,1050.0,1050.0,1050.0,0.2516778523489933
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,Solve: Physical to,1,1.13,1.13,1.13,0.0002708533077660594
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,FFT: Rho,1,204.8,204.8,204.8,0.04908916586768936
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,FFT: Convolution,1,198.3,198.3,198.3,0.047531160115052734
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,Solve: Double to ph,1,1.086,1.086,1.086,0.0002603068072866731
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,Solve: Electric fie,1,631.4,631.4,631.4,0.15134228187919463
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,FFT: Efield,1,595.4,595.4,595.4,0.14271332694151487
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,Efield: double to p,1,3.813,3.813,3.813,0.0009139501438159156
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,samplingTime,1,0.06818,0.06818,0.06818,1.634228187919463e-05
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,Sampling,1,0.06786,0.06786,0.06786,1.6265580057526365e-05
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,particleBC,1,14.92,14.92,14.92,0.003576222435282838
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,updateParticle,1,0.0,0.0,0.0,0.0
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,computeMoments,1,96.28,96.28,96.28,0.02307766059443912
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,TIntegration1,1,18.89,18.89,18.89,0.004527804410354746
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,TIntegration2,1,42.81,42.81,42.81,0.010261265580057527
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,External field eval,1,57.37,57.37,57.37,0.013751198465963566
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,PluginElements,1,0.0,0.0,0.0,0.0
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,Binaryrepart,1,0.0,0.0,0.0,0.0
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,OrbThreader,1,0.06044,0.06044,0.06044,1.448705656759348e-05
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,BB window total,1,3745.0,3745.0,3745.0,0.8976510067114094
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,BB entry trans,1,0.0,0.0,0.0,0.0
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,BB mesh setup,1,62.91,62.91,62.91,0.015079098753595397
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,BB self fields,1,3582.0,3582.0,3582.0,0.8585810162991371
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,BB transform back,1,18.13,18.13,18.13,0.004345637583892617
withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0,sandbox/Drift-Experiment/withness_t0_4ps_active_16ps_centered_ip_release_shifted_c0/timing.dat,BB witness gather,1,8.308,8.308,8.308,0.0019913710450623202
