run,path,timer,ranks,wall_max_s,wall_min_s,wall_avg_s,fraction_of_main
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,Initialize: extra H,1,0.001858,0.001858,0.001858,4.761660686827268e-07
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,Warmup,1,0.07118,0.07118,0.07118,1.824192721681189e-05
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,Green Init,1,0.03428,0.03428,0.03428,8.785238339313171e-06
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,FFT: Green,1,321.1,321.1,321.1,0.08229113275243466
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,Solve,1,2286.0,2286.0,2286.0,0.5858534085084572
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,Solve: Physical to,1,0.8476,0.8476,0.8476,0.00021722193746796515
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,FFT: Rho,1,606.6,606.6,606.6,0.15545873910814967
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,FFT: Convolution,1,320.6,320.6,320.6,0.0821629933367504
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,Solve: Double to ph,1,0.8649,0.8649,0.8649,0.0002216555612506407
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,Solve: Electric fie,1,1005.0,1005.0,1005.0,0.2575602255253716
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,FFT: Efield,1,962.5,962.5,962.5,0.24666837519220913
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,Efield: double to p,1,3.417,3.417,3.417,0.0008757047667862634
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,samplingTime,1,0.04995,0.04995,0.04995,1.2801127626858023e-05
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,Sampling,1,0.04965,0.04965,0.04965,1.2724243977447463e-05
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,particleBC,1,6.925,6.925,6.925,0.001774730907227063
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,updateParticle,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,computeMoments,1,35.12,35.12,35.12,0.009000512557662736
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,TIntegration1,1,10.16,10.16,10.16,0.0026037929267042543
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,TIntegration2,1,19.99,19.99,19.99,0.0051230138390568935
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,External field eval,1,30.83,30.83,30.83,0.007901076371091748
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,PluginElements,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,Binaryrepart,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,OrbThreader,1,0.01509,0.01509,0.01509,3.867247565351102e-06
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,BB window total,1,3694.0,3694.0,3694.0,0.946694003075346
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,BB entry trans,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,BB mesh setup,1,28.56,28.56,28.56,0.0073193234238851865
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,BB self fields,1,3625.0,3625.0,3625.0,0.9290107637109175
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,BB transform back,1,6.906,6.906,6.906,0.001769861609431061
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,BB witness gather,1,5.1,5.1,5.1,0.0013070220399794977
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,BB transition dump,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,bDeviceSyncronizati,1,0.003426,0.003426,0.003426,8.780112762685802e-07
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,bHistogramInit,1,3.233,3.233,3.233,0.0008285494618144541
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,bMergeBins,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,BB CIC scatter,1,182.8,182.8,182.8,0.0468477703741671
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,BB halo accum,1,0.01798,0.01798,0.01798,4.607893388006151e-06
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,fillHalo,1,0.006711,0.006711,0.006711,1.7198872373141978e-06
one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_400k_50ps_dt5fs_selfsc_mesh24mm_nxy64/timing.dat,gather,1,13.07,13.07,13.07,0.0033495643259866736
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,mainTimer,1,32.87,32.87,32.87,1.0
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,Write Stat,1,0.06868,0.06868,0.06868,0.0020894432613325223
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,Write H5-File,1,0.3583,0.3583,0.3583,0.010900517188926073
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,bInitLimits,1,0.05457,0.05457,0.05457,0.0016601764526924247
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,bAllReduceLimits,1,0.0004374,0.0004374,0.0004374,1.3306966839062977e-05
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,bAllReduceGlobalHis,1,0.0005765,0.0005765,0.0005765,1.753878916945543e-05
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,bAssignUniformBins,1,0.05272,0.05272,0.05272,0.0016038941283845454
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,bExecuteHistoReduct,1,0.1062,0.1062,0.1062,0.0032309096440523277
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,bSortContainerByBin,1,0.06144,0.06144,0.06144,0.0018691816245816856
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,bVerifySorting,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,Initialize,1,0.007485,0.007485,0.007485,0.00022771524186188016
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,Initialize: extra H,1,0.0003446,0.0003446,0.0003446,1.048372376026772e-05
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,Warmup,1,0.003722,0.003722,0.003722,0.00011323395193185277
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,Green Init,1,0.002135,0.002135,0.002135,6.495284453909341e-05
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,FFT: Green,1,1.404,1.404,1.404,0.04271372071797992
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,Solve,1,18.27,18.27,18.27,0.5558259811378157
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,Solve: Physical to,1,0.06354,0.06354,0.06354,0.0019330696683906299
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,FFT: Rho,1,2.877,2.877,2.877,0.08752662001825373
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,FFT: Convolution,1,2.896,2.896,2.896,0.08810465470033466
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,Solve: Double to ph,1,0.06556,0.06556,0.06556,0.0019945238819592333
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,Solve: Electric fie,1,10.17,10.17,10.17,0.3094006693033161
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,FFT: Efield,1,8.708,8.708,8.708,0.26492242166108915
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,Efield: double to p,1,0.2148,0.2148,0.2148,0.006534834195314877
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,samplingTime,1,0.0005988,0.0005988,0.0005988,1.8217219348950413e-05
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,Sampling,1,0.0003988,0.0003988,0.0003988,1.2132643748098571e-05
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,particleBC,1,0.6162,0.6162,0.6162,0.01874657742622452
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,updateParticle,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,computeMoments,1,0.6391,0.6391,0.6391,0.01944326133252206
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,TIntegration1,1,0.5044,0.5044,0.5044,0.015345299665348342
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,TIntegration2,1,0.8409,0.8409,0.8409,0.025582598113781566
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,External field eval,1,1.927,1.927,1.927,0.05862488591420749
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,PluginElements,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,Binaryrepart,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,OrbThreader,1,0.04405,0.04405,0.04405,0.001340127776087618
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,BB window total,1,21.87,21.87,21.87,0.6653483419531488
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,BB entry trans,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,BB mesh setup,1,1.101,1.101,1.101,0.033495588682689384
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,BB self fields,1,19.74,19.74,19.74,0.6005476118040767
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,BB transform back,1,0.2723,0.2723,0.2723,0.008284149680559781
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,BB witness gather,1,0.6205,0.6205,0.6205,0.018877395801642837
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,BB transition dump,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,bDeviceSyncronizati,1,0.0005271,0.0005271,0.0005271,1.6035898996045028e-05
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,bHistogramInit,1,0.5289,0.5289,0.5289,0.016090660176452696
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,bMergeBins,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,BB CIC scatter,1,0.06233,0.06233,0.06233,0.0018962579860054764
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,BB halo accum,1,0.001343,0.001343,0.001343,4.085792515972011e-05
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,fillHalo,1,0.0006975,0.0006975,0.0006975,2.1219957407970796e-05
one_c0_track12_edge_t0_ip6mm_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_ip6mm_smoke/timing.dat,gather,1,0.3264,0.3264,0.3264,0.009930027380590206
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,mainTimer,1,35.55,35.55,35.55,1.0
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,Write Stat,1,0.06572,0.06572,0.06572,0.0018486638537271451
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,Write H5-File,1,0.355,0.355,0.355,0.009985935302390999
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,bInitLimits,1,0.051,0.051,0.051,0.0014345991561181435
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,bAllReduceLimits,1,0.0003858,0.0003858,0.0003858,1.0852320675105487e-05
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,bAllReduceGlobalHis,1,0.0005022,0.0005022,0.0005022,1.4126582278481013e-05
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,bAssignUniformBins,1,0.04857,0.04857,0.04857,0.0013662447257383969
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,bExecuteHistoReduct,1,0.09798,0.09798,0.09798,0.002756118143459916
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,bSortContainerByBin,1,0.06098,0.06098,0.06098,0.0017153305203938117
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,bVerifySorting,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,Initialize,1,0.007673,0.007673,0.007673,0.0002158368495077356
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,Initialize: extra H,1,0.0004053,0.0004053,0.0004053,1.140084388185654e-05
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,Warmup,1,0.003745,0.003745,0.003745,0.00010534458509142054
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,Green Init,1,0.002167,0.002167,0.002167,6.0956399437412105e-05
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,FFT: Green,1,2.866,2.866,2.866,0.08061884669479608
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,Solve,1,19.86,19.86,19.86,0.5586497890295359
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,Solve: Physical to,1,0.05941,0.05941,0.05941,0.0016711673699015472
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,FFT: Rho,1,2.851,2.851,2.851,0.08019690576652602
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,FFT: Convolution,1,2.882,2.882,2.882,0.08106891701828411
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,Solve: Double to ph,1,0.06333,0.06333,0.06333,0.0017814345991561183
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,Solve: Electric fie,1,10.08,10.08,10.08,0.28354430379746837
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,FFT: Efield,1,8.64,8.64,8.64,0.24303797468354435
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,Efield: double to p,1,0.2105,0.2105,0.2105,0.0059212376933895925
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,samplingTime,1,0.0006671,0.0006671,0.0006671,1.876511954992968e-05
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,Sampling,1,0.0004137,0.0004137,0.0004137,1.1637130801687765e-05
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,particleBC,1,2.25,2.25,2.25,0.06329113924050633
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,updateParticle,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,computeMoments,1,1.849,1.849,1.849,0.052011251758087206
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,TIntegration1,1,0.4651,0.4651,0.4651,0.01308298171589311
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,TIntegration2,1,0.7856,0.7856,0.7856,0.02209845288326301
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,External field eval,1,1.804,1.804,1.804,0.05074542897327708
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,PluginElements,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,Binaryrepart,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,OrbThreader,1,0.02525,0.02525,0.02525,0.0007102672292545712
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,BB window total,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,BB entry trans,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,BB mesh setup,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,BB self fields,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,BB transform back,1,0.0,0.0,0.0,0.0
one_c0_track12_edge_t0_smoke,sandbox/Drift-Experiment/one_c0_track12_edge_t0_smoke/timing.dat,BB witness gather,1,9.499e-05,9.499e-05,9.499e-05,2.672011251758087e-06
