plane,analytic_phase,tracked_phase,phase_error,modulus_error
horizontal,0.2298924308671466,0.22989243132266984,4.555232302472234e-10,9.968904590706984e-10
vertical,0.31046360297978925,0.310463603175211,1.954217343502762e-10,1.5164469679973536e-10
