s_m,Bx_axis_T,Bx_probe_T,Bx_probe_fint0_T,By_axis_T,By_probe_T,By_probe_fint0_T,Bs_axis_T,Bs_probe_T,Bs_probe_fint0_T,delta_Bx_fint_T
1.404517570671914e+00,0.000000000000000e+00,-9.705361335841573e-26,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-1.941056091539129e-23,-1.941056091539129e-23,-9.705361335841573e-26
1.405899969855647e+00,0.000000000000000e+00,-5.276046789701967e-26,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-1.055200564514421e-23,-1.055200564514421e-23,-5.276046789701967e-26
1.407282369039379e+00,0.000000000000000e+00,-2.850496943701700e-26,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-5.700946379041823e-24,-5.700946379041823e-24,-2.850496943701700e-26
1.408664768223111e+00,0.000000000000000e+00,-1.530478672657002e-26,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-3.060931837293613e-24,-3.060931837293613e-24,-1.530478672657002e-26
1.410047167406843e+00,0.000000000000000e+00,-8.165981495019397e-27,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-1.633182689012037e-24,-1.633182689012037e-24,-8.165981495019397e-27
1.411429566590575e+00,0.000000000000000e+00,-4.329556889791721e-27,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-8.659041620181678e-25,-8.659041620181678e-25,-4.329556889791721e-27
1.412811965774308e+00,0.000000000000000e+00,-2.280929692381324e-27,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-4.561821369204415e-25,-4.561821369204415e-25,-2.280929692381324e-27
1.414194364958040e+00,0.000000000000000e+00,-1.193969055943671e-27,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-2.387918212369911e-25,-2.387918212369911e-25,-1.193969055943671e-27
1.415576764141772e+00,0.000000000000000e+00,-6.209636809099828e-28,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-1.241917012408035e-25,-1.241917012408035e-25,-6.209636809099828e-28
1.416959163325504e+00,0.000000000000000e+00,-3.208561818707037e-28,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-6.417070161294634e-26,-6.417070161294634e-26,-3.208561818707037e-28
1.418341562509236e+00,0.000000000000000e+00,-1.647042205134479e-28,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-3.294056959519787e-26,-3.294056959519787e-26,-1.647042205134479e-28
1.419723961692969e+00,0.000000000000000e+00,-8.399009414141683e-29,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-1.679787884455982e-26,-1.679787884455982e-26,-8.399009414141683e-29
1.421106360876701e+00,0.000000000000000e+00,-4.254604977534203e-29,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-8.509139044867262e-27,-8.509139044867262e-27,-4.254604977534203e-29
1.422488760060433e+00,0.000000000000000e+00,-2.140804271802808e-29,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-4.281572863474952e-27,-4.281572863474952e-27,-2.140804271802808e-29
1.423871159244165e+00,0.000000000000000e+00,-1.069940990810988e-29,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-2.139864149242408e-27,-2.139864149242408e-27,-1.069940990810988e-29
1.425253558427897e+00,0.000000000000000e+00,-5.311122643712058e-30,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-1.062215676856585e-27,-1.062215676856585e-27,-5.311122643712058e-30
1.426635957611630e+00,0.000000000000000e+00,-2.618393199115481e-30,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-5.236742758271576e-28,-5.236742758271576e-28,-2.618393199115481e-30
1.428018356795362e+00,0.000000000000000e+00,-1.281987267050708e-30,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-2.563953167611354e-28,-2.563953167611354e-28,-1.281987267050708e-30
1.429400755979094e+00,0.000000000000000e+00,-6.233199814106046e-31,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-1.246629574137538e-28,-1.246629574137538e-28,-6.233199814106046e-31
1.430783155162826e+00,0.000000000000000e+00,-3.009504146008462e-31,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-6.018958133530893e-29,-6.018958133530893e-29,-3.009504146008462e-31
1.432165554346558e+00,0.000000000000000e+00,-1.442824023790735e-31,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-2.885624000474327e-29,-2.885624000474327e-29,-1.442824023790735e-31
1.433547953530291e+00,0.000000000000000e+00,-6.868219417511190e-32,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-1.373632436450797e-29,-1.373632436450797e-29,-6.868219417511190e-32
1.434930352714023e+00,0.000000000000000e+00,-3.246123820170364e-32,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-6.492193538186888e-30,-6.492193538186888e-30,-3.246123820170364e-32
1.436312751897755e+00,0.000000000000000e+00,-1.523188898814448e-32,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-3.046352411104939e-30,-3.046352411104939e-30,-1.523188898814448e-32
1.437695151081487e+00,0.000000000000000e+00,-7.095577454740426e-33,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-1.419103664965950e-30,-1.419103664965950e-30,-7.095577454740426e-33
1.439077550265219e+00,0.000000000000000e+00,-3.281288693248320e-33,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-6.562522698260602e-31,-6.562522698260602e-31,-3.281288693248320e-33
1.440459949448952e+00,0.000000000000000e+00,-1.506264256395915e-33,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-3.012503408345715e-31,-3.012503408345715e-31,-1.506264256395915e-33
1.441842348632684e+00,0.000000000000000e+00,-6.863334018315095e-34,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-1.372655364753923e-31,-1.372655364753923e-31,-6.863334018315095e-34
1.443224747816416e+00,0.000000000000000e+00,-3.104012289849475e-34,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-6.207972846074561e-32,-6.207972846074561e-32,-3.104012289849475e-34
1.444607147000148e+00,0.000000000000000e+00,-1.393294899023835e-34,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-2.786566576427317e-32,-2.786566576427317e-32,-1.393294899023835e-34
1.445989546183880e+00,0.000000000000000e+00,-6.206844377635449e-35,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-1.241358530769219e-32,-1.241358530769219e-32,-6.206844377635449e-35
1.447371945367613e+00,0.000000000000000e+00,-2.743996965404919e-35,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-5.487948197450859e-33,-5.487948197450859e-33,-2.743996965404919e-35
1.448754344551345e+00,0.000000000000000e+00,-1.203810185367118e-35,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-2.407600307197708e-33,-2.407600307197708e-33,-1.203810185367118e-35
1.450136743735077e+00,0.000000000000000e+00,-5.240473899992268e-36,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-1.048086045860730e-33,-1.048086045860730e-33,-5.240473899992268e-36
1.451519142918809e+00,0.000000000000000e+00,-2.263589692410876e-36,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-4.527141658264000e-34,-4.527141658264000e-34,-2.263589692410876e-36
1.452901542102541e+00,0.000000000000000e+00,-9.700983655903799e-37,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-1.940180562847719e-34,-1.940180562847719e-34,-9.700983655903799e-37
1.454283941286274e+00,0.000000000000000e+00,-4.124781711948469e-37,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-8.249494677420494e-35,-8.249494677420494e-35,-4.124781711948469e-37
1.455666340470006e+00,0.000000000000000e+00,-1.739920479101467e-37,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-3.479811959479950e-35,-3.479811959479950e-35,-1.739920479101467e-37
1.457048739653738e+00,0.000000000000000e+00,-7.280765619163851e-38,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-1.456140989203180e-35,-1.456140989203180e-35,-7.280765619163851e-38
1.458431138837470e+00,0.000000000000000e+00,-3.022176322308472e-38,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,-6.044302274927622e-36,-6.044302274927622e-36,-3.022176322308472e-38
1.459813538021203e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.461195937204935e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.462578336388667e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.463960735572399e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.465343134756131e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.466725533939863e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.468107933123596e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.469490332307328e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.470872731491060e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.472255130674792e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.473637529858524e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.475019929042257e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.476402328225989e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.477784727409721e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.479167126593453e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.480549525777185e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.481931924960918e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.483314324144650e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.484696723328382e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.486079122512114e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.487461521695846e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.488843920879579e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.490226320063311e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.491608719247043e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.492991118430775e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.494373517614507e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.495755916798239e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.497138315981972e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.498520715165704e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.499903114349436e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.501285513533168e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.502667912716900e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.504050311900633e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.505432711084365e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.506815110268097e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.508197509451829e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.509579908635562e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.510962307819294e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.512344707003026e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.513727106186758e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.515109505370490e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.516491904554223e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.517874303737955e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.519256702921687e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.520639102105419e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.522021501289151e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.523403900472884e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.524786299656616e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.526168698840348e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.527551098024080e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.528933497207812e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.530315896391545e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.531698295575277e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.533080694759009e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.534463093942741e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.535845493126473e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.537227892310206e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.538610291493938e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.539992690677670e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.541375089861402e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.542757489045134e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.544139888228867e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.545522287412599e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.546904686596331e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.548287085780063e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.549669484963795e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.551051884147528e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.552434283331260e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.553816682514992e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
1.555199081698724e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,-4.178065048473403e-01,-4.178065048473403e-01,-4.178065048473403e-01,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
