plane,analytic_phase,tracked_phase,phase_error,modulus_error
horizontal,0.2298924308671466,0.2298924314934086,6.262619867136721e-10,5.126050695025697e-10
vertical,0.31046360297978925,0.31046360317487154,1.9508228366049707e-10,1.5185741553125354e-10
