search,wall_s,max_6d_analytic_error,max_transverse_analytic_error,max_transverse_cof_difference,qx,qx_error,x_modulus_error,qy,qy_error,y_modulus_error,exit_iterations,ray_exit_s,field_samples,support_lookups
old,30.968556207837537,6.244101768970722e-08,6.695269227918743e-09,1.3007412036358801e-08,0.2298924308031773,-6.396930207763774e-11,6.335160174231191e-10,0.3104636027947147,-1.8507456678307221e-10,1.7479728775526837e-10,14400.0,20.2845,19557600.0,20296920.0
new,11.908715290948749,6.933100848982576e-08,8.552269115114086e-09,1.4864411923554144e-08,0.2298924308181242,-4.9022425008260484e-11,6.111718908741182e-10,0.3104636027947147,-1.8507456678307221e-10,1.7479728775526837e-10,1100.0,1.3876,6999050.0,7468316.0
