search,wall_s,max_6d_analytic_error,max_transverse_analytic_error,max_transverse_cof_difference,qx,qx_error,x_modulus_error,qy,qy_error,y_modulus_error,exit_iterations,ray_exit_s,field_samples,support_lookups
old,2.678153541870415,0.00021412516898067224,7.102322717056353e-06,1.0973517245105313e-05,0.22989160908348855,-8.217836580670657e-07,7.494003084751455e-09,0.3104623865725907,-1.2164071985787395e-06,2.1638979497140554e-10,14400.0,1.3847,792452.0,1741671.0
new,2.9959810830187052,0.00021412516898067224,7.102322717056353e-06,1.0973517245105313e-05,0.22989160908348855,-8.217836580670657e-07,7.494003084751455e-09,0.3104623865725907,-1.2164071985787395e-06,2.1638979497140554e-10,14400.0,1.35706,792452.0,1741671.0
