       1.73486       0.831371        2.25712        4.42204        27.1835        -2.4282 
       2.10117        1.38404        1.62392        1.38141        28.2613       -2.48989 
       3.42794        1.62013        1.82524        1.47023        30.1543       -1.70721 
       4.68148       0.207996        2.68097        2.47021        30.8022       -1.10871 
       5.18079       -1.17685         3.2949         2.8641        30.2766       -1.20019 
       4.75477      -0.504704        3.26326        2.80037        29.8902       -1.47456 
       4.60883       0.761087        2.93371        2.32995        30.1144       -1.66165 
       4.69995       0.468088        2.91776        2.40857        30.7042       -1.20334 
        5.4411       -1.28703        3.69599        2.47328        31.7003      -0.334299 
       6.53543       -1.79436         3.7878        1.28317        31.8616       -0.90726 
       7.43886       -2.30464          3.659       0.518273        31.8661        -1.5308 
       7.84996       -2.62225        3.50912       0.689631       0.232217       -1.67931 
       7.71697       -2.52431        3.55016       0.118837       0.728535       -1.82899 
       8.87729       -2.22743        3.96348     -0.0305555         31.869       -1.91421 
       11.7572        -1.9319        4.32359        1.31286        30.5119       -1.79628 
       13.5909       -1.49316        3.86999        1.33008        29.6167        -2.3006 
        14.234       -1.60863        3.81085        1.24534        29.0514       -2.66432 
       12.6419        -1.9921        4.73793       0.357844        28.2569       -2.57865 
       13.5176        -1.5711        4.24584       0.550947        27.5065       -2.11886 
        3.5341      -0.844398        7.52033        4.22365        17.9589        2.87315 
        2.9461       -3.93195        8.14418        4.73146          18.12        2.94937 
       3.13555       -2.99173        8.72005         4.7929        18.6238        2.75266 
        2.2991       -6.56282        8.62966        3.78968        18.5026        2.54498 
       2.68164       -6.47792        8.09836        2.87327        18.1344        2.94994 
       3.54847       -5.72666         7.3686        2.62502        17.2095        2.20229 
       4.51383       -4.71664        6.70666        2.04632        16.4653        1.97551 
         4.882       -4.30155        6.51687         1.4705        16.2734        2.29105 
        3.9282        2.53766        5.21495         3.0716        25.9279       -3.98205 
       8.25892       -2.42927        6.88585        1.26766        14.6826          1.114 
       11.3587       -1.62818        6.42115        1.53734        13.8017      -0.547746 
       14.0829      -0.639326        6.23001        1.35258        13.7144       -1.16008 
       8.27882       -5.39088        10.2536      -0.635048        23.0591      -0.615377 
       2.59965        1.09846        2.20225        1.87974        27.1618       -2.58257 
       3.08182        1.79802        2.92954        1.71333        28.0103       -2.67625 
       4.22767        2.46459        3.71475        1.82124        29.3883       -2.25297 
       4.99628     -0.0357185        4.42348        2.56781        30.3087       -1.72151 
       5.09437      -0.477126        4.09301        2.62226        30.5112       -1.38262 
       4.88987      -0.101448         3.9434         2.7676        30.0211       -1.67962 
       4.70723          1.517        3.68955        2.35943        29.7357       -1.92996 
        5.0198      -0.258678        3.97674        2.57576        30.7382       -1.20155 
