       1.29867     -0.0584474       0.779454         1.4076        27.4061       -1.97407 
       1.67363        0.51185        1.32508       0.771791        28.2528        -2.5073 
       3.34808        1.45723        1.54594       0.900446        30.1145       -1.78843 
       4.49438      -0.173673        2.47651        2.05312        30.7692       -1.17605 
       4.81011       -1.93305        3.15075        2.57005        30.5364      -0.670142 
       4.50677       -1.01062        2.96017        2.18204        30.2373      -0.766499 
       4.47833        0.49486        2.65932        1.77019        30.3226       -1.23689 
       4.54572       0.153446        2.71293        1.99072        30.7405       -1.12936 
       5.15415       -1.87241        3.78291         2.6506        31.6284       -0.48095 
       6.43997       -1.98909        3.97979        1.67482        31.7737       -1.08657 
       7.32836       -2.53006        3.76507       0.734654        31.6398       -1.99248 
       7.72237       -2.88253        3.60716       0.889633        31.8366       -2.48638 
       7.56474       -2.83486        3.58235        0.18451       0.352892        -2.5953 
       8.65706       -2.67671        3.93986     -0.0787297        31.5064       -2.65405 
       11.6247       -2.20227        4.44577         1.5621        30.5474       -1.72385 
       13.7091       -1.25211        3.98309        1.56081        29.7928        -1.9413 
       14.4472       -1.17371         3.9241        1.47636        29.3084       -2.14004 
       15.2843       -1.24886        3.44011        1.67893         29.268       -2.22199 
        16.865       -0.88899        2.66561          1.487        28.9648       -2.41516 
       18.6418      -0.372736        1.91544        1.26314        28.5536       -2.32487 
       19.7021      0.0452945        1.29383        1.38483         28.273       -2.08957 
       21.4693       0.422097       0.679243       0.909986        28.6651       -1.88373 
       24.6841        1.78086       0.187451        0.52553        29.3511       -1.52226 
        26.732        2.61012        31.9036       0.644001        29.7981       -1.32272 
       28.6555        3.35571       0.630264       0.753285        29.1744       -1.75047 
       29.4775        2.96035        0.92269        1.50175        28.6937        -1.8086 
       29.5349        2.59093        1.07257         2.8384        28.4124       -1.02427 
       29.5225        1.55937        1.19891         2.7212        28.4714       -1.79987 
        29.432        1.95839       0.944135        3.18869        28.5864       -1.29318 
       29.6235        2.15659        1.12644        3.07056        28.2316      -0.931676 
