#            1 - s            2 - Rx            3 - Ry            4 - Rz            5 - Px            6 - Py            7 - Pz           8 - Efx           9 - Efy          10 - Efz          11 - Bfx          12 - Bfy          13 - Bfz         14 - Ekin            15 - t
         0.2688994     -0.0052092146                 0         0.2688326      -0.014755953                 0        0.39313924                 0                 0                 0                 0         0.1685084                 0         69.999919              2.45	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.27987489     -0.0056373487                 0        0.27979973      -0.015346452                 0        0.39311664                 0                 0                 0                 0        0.16798022                 0         69.999919              2.55	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.29085038     -0.0060819038                 0        0.29076622      -0.015935066                 0        0.39309322                 0                 0                 0                 0        0.16745426                 0         69.999919              2.65	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.30182586     -0.0065428277                 0        0.30173202      -0.016521801                 0        0.39306899                 0                 0                 0                 0         0.1669305                 0         69.999919              2.75	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.31280135      -0.007020068                 0        0.31269713      -0.017106664                 0        0.39304397                 0                 0                 0                 0        0.16640891                 0         69.999919              2.85	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.32377683     -0.0075135727                 0        0.32366152      -0.017689662                 0        0.39301817                 0                 0                 0                 0        0.16588948                 0         69.999919              2.95	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.33475232     -0.0080232901                 0        0.33462517      -0.018270802                 0        0.39299158                 0                 0                 0                 0        0.16537219                 0         69.999919              3.05	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.34572781     -0.0085491683                 0        0.34558805       -0.01885009                 0        0.39296422                 0                 0                 0                 0        0.16485702                 0         69.999919              3.15	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.35670329      -0.009091156                 0        0.35655015      -0.019427532                 0         0.3929361                 0                 0                 0                 0        0.16434395                 0         69.999919              3.25	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.36767878     -0.0096492019                 0        0.36751144      -0.020003136                 0        0.39290721                 0                 0                 0                 0        0.16383297                 0         69.999919              3.35	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.37865427      -0.010223255                 0        0.37847191      -0.020576907                 0        0.39287758                 0                 0                 0                 0        0.16332406                 0         69.999919              3.45	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.38962975      -0.010813264                 0        0.38943153      -0.021148852                 0        0.39284721                 0                 0                 0                 0        0.16281719                 0         69.999919              3.55	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.40060524      -0.011419178                 0        0.40039028      -0.021718977                 0         0.3928161                 0                 0                 0                 0        0.16231235                 0         69.999919              3.65	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.41158072      -0.012040947                 0        0.41134814      -0.022287289                 0        0.39278427                 0                 0                 0                 0        0.16180953                 0         69.999919              3.75	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.42255621       -0.01267852                 0         0.4223051      -0.022853794                 0        0.39275171                 0                 0                 0                 0        0.16130871                 0         69.999919              3.85	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
         0.4335317      -0.013331847                 0        0.43326113      -0.023418499                 0        0.39271845                 0                 0                 0                 0        0.16080987                 0         69.999919              3.95	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.44450718      -0.014000879                 0         0.4442162      -0.023981409                 0        0.39268447                 0                 0                 0                 0        0.16031298                 0         69.999919              4.05	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.45548267      -0.014685564                 0        0.45517032       -0.02454253                 0         0.3926498                 0                 0                 0                 0        0.15981805                 0         69.999919              4.15	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.46645816      -0.015385854                 0        0.46612344       -0.02510187                 0        0.39261444                 0                 0                 0                 0        0.15932504                 0         69.999919              4.25	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.47743364      -0.016101699                 0        0.47707556      -0.025659433                 0         0.3925784                 0                 0                 0                 0        0.15883395                 0         69.999919              4.35	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.48840913      -0.016833049                 0        0.48802666      -0.026215226                 0        0.39254167                 0                 0                 0                 0        0.15834475                 0         69.999919              4.45	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
        0.49938462      -0.017579856                 0        0.49897671      -0.026769255                 0        0.39250428                 0                 0                 0                 0        0.15785744                 0         69.999919              4.55	SP0_DR1, SP5_DR13, SP1_DIP1, SP9_DIP1, SP0_DIP1,
