plane,analytic_phase,tracked_phase,phase_error,modulus_error
horizontal,0.2298924308671466,0.22989146428901128,-9.665781353362934e-07,1.4469770936997861e-09
vertical,0.31046360297978925,0.3104623860725294,-1.2169072598489095e-06,1.6842640615521987e-09
