variable,fixed_variable,fixed_value,richardson_levels,coarse,fine,metric,order
dt_s,epsilon,1.000000000000e-02,0,1.000000000000e-11,3.000000000000e-12,scaled_max_error,-7.867703475727e-02
dt_s,epsilon,1.000000000000e-02,0,1.000000000000e-11,3.000000000000e-12,abs_R16,8.744503723254e-02
dt_s,epsilon,1.000000000000e-02,0,1.000000000000e-11,3.000000000000e-12,abs_R26,1.019780164530e-01
dt_s,epsilon,1.000000000000e-02,0,1.000000000000e-11,3.000000000000e-12,difference_from_finest_dt,1.996920076314e+00
dt_s,epsilon,1.000000000000e-02,0,3.000000000000e-12,1.000000000000e-12,scaled_max_error,-7.236939149440e-03
dt_s,epsilon,1.000000000000e-02,0,3.000000000000e-12,1.000000000000e-12,abs_R16,9.027230631631e-03
dt_s,epsilon,1.000000000000e-02,0,3.000000000000e-12,1.000000000000e-12,abs_R26,1.063840487491e-02
dt_s,epsilon,1.000000000000e-02,0,3.000000000000e-12,1.000000000000e-12,difference_from_finest_dt,2.004212885734e+00
dt_s,epsilon,1.000000000000e-02,0,1.000000000000e-12,3.000000000000e-13,scaled_max_error,-7.512323404644e-04
dt_s,epsilon,1.000000000000e-02,0,1.000000000000e-12,3.000000000000e-13,abs_R16,9.438083147401e-04
dt_s,epsilon,1.000000000000e-02,0,1.000000000000e-12,3.000000000000e-13,abs_R26,1.112359333289e-03
dt_s,epsilon,1.000000000000e-02,0,1.000000000000e-12,3.000000000000e-13,difference_from_finest_dt,2.086392715819e+00
dt_s,epsilon,1.000000000000e-02,0,3.000000000000e-13,1.000000000000e-13,scaled_max_error,-7.263374399052e-05
dt_s,epsilon,1.000000000000e-02,0,3.000000000000e-13,1.000000000000e-13,abs_R16,9.409248739454e-05
dt_s,epsilon,1.000000000000e-02,0,3.000000000000e-13,1.000000000000e-13,abs_R26,1.173164877134e-04
dt_s,epsilon,3.000000000000e-02,0,3.000000000000e-11,1.000000000000e-11,scaled_max_error,-8.000066081530e-02
dt_s,epsilon,3.000000000000e-02,0,3.000000000000e-11,1.000000000000e-11,abs_R16,9.224995677123e-02
dt_s,epsilon,3.000000000000e-02,0,3.000000000000e-11,1.000000000000e-11,abs_R26,1.078678784112e-01
dt_s,epsilon,3.000000000000e-02,0,3.000000000000e-11,1.000000000000e-11,difference_from_finest_dt,1.954714466393e+00
dt_s,epsilon,3.000000000000e-02,0,1.000000000000e-11,3.000000000000e-12,scaled_max_error,-8.367299916406e-03
dt_s,epsilon,3.000000000000e-02,0,1.000000000000e-11,3.000000000000e-12,abs_R16,1.028940393570e-02
dt_s,epsilon,3.000000000000e-02,0,1.000000000000e-11,3.000000000000e-12,abs_R26,1.211523233185e-02
dt_s,epsilon,3.000000000000e-02,0,1.000000000000e-11,3.000000000000e-12,difference_from_finest_dt,2.001209328678e+00
dt_s,epsilon,3.000000000000e-02,0,3.000000000000e-12,1.000000000000e-12,scaled_max_error,-8.009219481168e-04
dt_s,epsilon,3.000000000000e-02,0,3.000000000000e-12,1.000000000000e-12,abs_R16,1.008955030796e-03
dt_s,epsilon,3.000000000000e-02,0,3.000000000000e-12,1.000000000000e-12,abs_R26,1.190168462945e-03
dt_s,epsilon,3.000000000000e-02,0,3.000000000000e-12,1.000000000000e-12,difference_from_finest_dt,2.004297901934e+00
dt_s,epsilon,3.000000000000e-02,0,1.000000000000e-12,3.000000000000e-13,scaled_max_error,-8.345393963138e-05
dt_s,epsilon,3.000000000000e-02,0,1.000000000000e-12,3.000000000000e-13,abs_R16,1.050746037210e-04
dt_s,epsilon,3.000000000000e-02,0,1.000000000000e-12,3.000000000000e-13,abs_R26,1.239148036083e-04
dt_s,epsilon,3.000000000000e-02,0,1.000000000000e-12,3.000000000000e-13,difference_from_finest_dt,2.085830702685e+00
dt_s,epsilon,3.000000000000e-02,0,3.000000000000e-13,1.000000000000e-13,scaled_max_error,-8.078314949682e-06
dt_s,epsilon,3.000000000000e-02,0,3.000000000000e-13,1.000000000000e-13,abs_R16,1.011980872381e-05
dt_s,epsilon,3.000000000000e-02,0,3.000000000000e-13,1.000000000000e-13,abs_R26,1.198413863622e-05
dt_s,epsilon,1.000000000000e-01,0,3.000000000000e-11,1.000000000000e-11,scaled_max_error,-6.886191028956e-03
dt_s,epsilon,1.000000000000e-01,0,3.000000000000e-11,1.000000000000e-11,abs_R16,8.829579642644e-03
dt_s,epsilon,1.000000000000e-01,0,3.000000000000e-11,1.000000000000e-11,abs_R26,1.042740843225e-02
dt_s,epsilon,1.000000000000e-01,0,3.000000000000e-11,1.000000000000e-11,difference_from_finest_dt,1.959000218543e+00
dt_s,epsilon,1.000000000000e-01,0,1.000000000000e-11,3.000000000000e-12,scaled_max_error,-7.483438770223e-04
dt_s,epsilon,1.000000000000e-01,0,1.000000000000e-11,3.000000000000e-12,abs_R16,9.427174617544e-04
dt_s,epsilon,1.000000000000e-01,0,1.000000000000e-11,3.000000000000e-12,abs_R26,1.112177064339e-03
dt_s,epsilon,1.000000000000e-01,0,1.000000000000e-11,3.000000000000e-12,difference_from_finest_dt,1.994415266870e+00
dt_s,epsilon,1.000000000000e-01,0,3.000000000000e-12,1.000000000000e-12,scaled_max_error,-7.265208208261e-05
dt_s,epsilon,1.000000000000e-01,0,3.000000000000e-12,1.000000000000e-12,abs_R16,9.134781534469e-05
dt_s,epsilon,1.000000000000e-01,0,3.000000000000e-12,1.000000000000e-12,abs_R26,1.077729988227e-04
dt_s,epsilon,1.000000000000e-01,0,3.000000000000e-12,1.000000000000e-12,difference_from_finest_dt,2.005535086169e+00
dt_s,epsilon,1.000000000000e-01,0,1.000000000000e-12,3.000000000000e-13,scaled_max_error,-7.562827945518e-06
dt_s,epsilon,1.000000000000e-01,0,1.000000000000e-12,3.000000000000e-13,abs_R16,9.507113781731e-06
dt_s,epsilon,1.000000000000e-01,0,1.000000000000e-12,3.000000000000e-13,abs_R26,1.121664480231e-05
dt_s,epsilon,1.000000000000e-01,0,1.000000000000e-12,3.000000000000e-13,difference_from_finest_dt,2.086904670798e+00
dt_s,epsilon,1.000000000000e-01,0,3.000000000000e-13,1.000000000000e-13,scaled_max_error,-7.310862688441e-07
dt_s,epsilon,1.000000000000e-01,0,3.000000000000e-13,1.000000000000e-13,abs_R16,9.090248372840e-07
dt_s,epsilon,1.000000000000e-01,0,3.000000000000e-13,1.000000000000e-13,abs_R26,1.077356054577e-06
dt_s,epsilon,1.000000000000e-06,1,3.000000000000e-11,1.000000000000e-11,scaled_max_error,1.955715018358e+00
dt_s,epsilon,1.000000000000e-06,1,3.000000000000e-11,1.000000000000e-11,abs_R16,1.965223304324e+00
dt_s,epsilon,1.000000000000e-06,1,3.000000000000e-11,1.000000000000e-11,abs_R26,1.979953065539e+00
dt_s,epsilon,1.000000000000e-06,1,3.000000000000e-11,1.000000000000e-11,difference_from_finest_dt,1.955665932571e+00
