#            1 - s            2 - Rx            3 - Ry            4 - Rz            5 - Px            6 - Py            7 - Pz           8 - Efx           9 - Efy          10 - Efz          11 - Bfx          12 - Bfy          13 - Bfz         14 - Ekin            15 - t
      0.0030129079                 0                 0      0.0030129079                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.01005	B1, 
      0.0060108263                 0                 0      0.0060108263                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.02005	B1, 
      0.0090087446                 0                 0      0.0090087446                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.03005	B1, 
       0.012006663                 0                 0       0.012006663                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.04005	B1, 
       0.015004581                 0                 0       0.015004581                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.05005	B1, 
         0.0180025                 0                 0         0.0180025                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.06005	B1, 
       0.021000418                 0                 0       0.021000418                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.07005	B1, 
       0.023998336                 0                 0       0.023998336                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.08005	B1, 
       0.026996255                 0                 0       0.026996255                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.09005	B1, 
       0.029994173                 0                 0       0.029994173                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.10005	B1, 
       0.032992091                 0                 0       0.032992091                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.11005	B1, 
        0.03599001                 0                 0        0.03599001                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.12005	B1, 
       0.038987928                 0                 0       0.038987928                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.13005	B1, 
       0.041985846                 0                 0       0.041985846                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.14005	B1, 
       0.044983765                 0                 0       0.044983765                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.15005	B1, 
       0.047981683                 0                 0       0.047981683                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.16005	B1, 
       0.050979601                 0                 0       0.050979601                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.17005	B1, 
        0.05397752                 0                 0        0.05397752                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.18005	B1, 
       0.056975438                 0                 0       0.056975438                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.19005	B1, 
       0.059973356                 0                 0       0.059973356                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.20005	B1, 
       0.062971275                 0                 0       0.062971275                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.21005	B1, 
       0.065969193                 0                 0       0.065969193                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.22005	B1, 
       0.068967111                 0                 0       0.068967111                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.23005	B1, 
        0.07196503                 0                 0        0.07196503                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.24005	B1, 
       0.074962948                 0                 0       0.074962948                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.25005	B1, 
       0.077960867                 0                 0       0.077960867                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.26005	B1, 
       0.080958785                 0                 0       0.080958785                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.27005	B1, 
       0.083956703                 0                 0       0.083956703                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.28005	B1, 
       0.086954622                 0                 0       0.086954622                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.29005	B1, 
        0.08995254                 0                 0        0.08995254                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.30005	B1, 
       0.092950458                 0                 0       0.092950458                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.31005	B1, 
       0.095948377                 0                 0       0.095948377                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.32005	B1, 
       0.098946295                 0                 0       0.098946295                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.33005	B1, 
        0.10194421                 0                 0        0.10194421                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.34005	B1, 
        0.10494213                 0                 0        0.10494213                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.35005	B1, 
        0.10794005                 0                 0        0.10794005                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.36005	B1, 
        0.11093797                 0                 0        0.11093797                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.37005	B1, 
        0.11393589                 0                 0        0.11393589                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.38005	B1, 
         0.1169338                 0                 0         0.1169338                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.39005	B1, 
        0.11993172                 0                 0        0.11993172                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.40005	B1, 
        0.12292964                 0                 0        0.12292964                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.41005	B1, 
        0.12592756                 0                 0        0.12592756                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.42005	B1, 
        0.12892548                 0                 0        0.12892548                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.43005	B1, 
         0.1319234                 0                 0         0.1319234                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.44005	B1, 
        0.13492132                 0                 0        0.13492132                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.45005	B1, 
        0.13791923                 0                 0        0.13791923                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.46005	B1, 
        0.14091715                 0                 0        0.14091715                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.47005	B1, 
        0.14391507                 0                 0        0.14391507                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.48005	B1, 
        0.14691299                 0                 0        0.14691299                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.49005	B1, 
        0.14991091                 0                 0        0.14991091                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.50005	B1, 
        0.15290883                 0                 0        0.15290883                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.51005	B1, 
        0.15590674                 0                 0        0.15590674                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.52005	B1, 
        0.15890466                 0                 0        0.15890466                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.53005	B1, 
        0.16190258                 0                 0        0.16190258                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.54005	B1, 
         0.1649005                 0                 0         0.1649005                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.55005	B1, 
        0.16789842                 0                 0        0.16789842                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.56005	B1, 
        0.17089634                 0                 0        0.17089634                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.57005	B1, 
        0.17389425                 0                 0        0.17389425                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.58005	B1, 
        0.17689217                 0                 0        0.17689217                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.59005	B1, 
        0.17989009                 0                 0        0.17989009                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.60005	B1, 
        0.18288801                 0                 0        0.18288801                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.61005	B1, 
        0.18588593                 0                 0        0.18588593                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.62005	B1, 
        0.18888385                 0                 0        0.18888385                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.63005	B1, 
        0.19188176                 0                 0        0.19188176                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.64005	B1, 
        0.19487968                 0                 0        0.19487968                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.65005	B1, 
         0.1978776                 0                 0         0.1978776                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.66005	B1, 
        0.20087552                 0                 0        0.20087552                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.67005	B1, 
        0.20387344                 0                 0        0.20387344                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.68005	B1, 
        0.20687136                 0                 0        0.20687136                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.69005	B1, 
        0.20986927                 0                 0        0.20986927                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.70005	B1, 
        0.21286719                 0                 0        0.21286719                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.71005	B1, 
        0.21586511                 0                 0        0.21586511                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.72005	B1, 
        0.21886303                 0                 0        0.21886303                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.73005	B1, 
        0.22186095                 0                 0        0.22186095                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.74005	B1, 
        0.22485887                 0                 0        0.22485887                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.75005	B1, 
        0.22785678                 0                 0        0.22785678                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.76005	B1, 
         0.2308547                 0                 0         0.2308547                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.77005	B1, 
        0.23385262                 0                 0        0.23385262                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.78005	B1, 
        0.23685054                 0                 0        0.23685054                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.79005	B1, 
        0.23984846                 0                 0        0.23984846                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.80005	B1, 
        0.24284638                 0                 0        0.24284638                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.81005	B1, 
        0.24584429                 0                 0        0.24584429                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.82005	B1, 
        0.24884221                 0                 0        0.24884221                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.83005	B1, 
        0.25184013                 0                 0        0.25184013                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.84005	B1, 
        0.25483805                 0                 0        0.25483805                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.85005	B1, 
        0.25783597                 0                 0        0.25783597                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.86005	B1, 
        0.26083389                 0                 0        0.26083389                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.87005	B1, 
         0.2638318                 0                 0         0.2638318                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.88005	B1, 
        0.26682972                 0                 0        0.26682972                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.89005	B1, 
        0.26982764                 0                 0        0.26982764                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.90005	B1, 
        0.27282556                 0                 0        0.27282556                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.91005	B1, 
        0.27582348                 0                 0        0.27582348                 0                 0         490.23678                 0                 0                 0                 0                 0                 0               250           0.92005	B1, 
         0.2788214    -7.7173663e-42                 0         0.2788214     -7.296422e-36                 0         490.23678                 0                 0                 0                 0    -1.5329848e-35                 0               250           0.93005	B1, 
        0.28181931    -2.2076868e-40                 0        0.28181931    -8.3582703e-35                 0         490.23678                 0                 0                 0                 0    -9.4892779e-35                 0               250           0.94005	B1, 
        0.28481723    -1.7580695e-39                 0        0.28481723    -5.4508889e-34                 0         490.23678                 0                 0                 0                 0    -5.6667286e-34                 0               250           0.95005	B1, 
        0.28781515    -1.1124794e-38                 0        0.28781515    -3.2397409e-33                 0         490.23678                 0                 0                 0                 0    -3.2664213e-33                 0               250           0.96005	B1, 
        0.29081307    -6.5187975e-38                 0        0.29081307    -1.8433156e-32                 0         490.23678                 0                 0                 0                 0    -1.8183886e-32                 0               250           0.97005	B1, 
        0.29381099    -3.6575867e-37                 0        0.29381099    -1.0120198e-31                 0         490.23678                 0                 0                 0                 0    -9.7815508e-32                 0               250           0.98005	B1, 
        0.29680891    -1.9804314e-36                 0        0.29680891    -5.3708064e-31                 0         490.23678                 0                 0                 0                 0    -5.0870335e-31                 0               250           0.99005	B1, 
        0.29980682    -1.0369891e-35                 0        0.29980682    -2.7572098e-30                 0         490.23678                 0                 0                 0                 0    -2.5590828e-30                 0               250           1.00005	B1, 
        0.30280474    -5.2554408e-35                 0        0.30280474    -1.3700016e-29                 0         490.23678                 0                 0                 0                 0    -1.2459241e-29                 0               250           1.01005	B1, 
        0.30580266    -2.5793996e-34                 0        0.30580266    -6.5920244e-29                 0         490.23678                 0                 0                 0                 0    -5.8736566e-29                 0               250           1.02005	B1, 
        0.30880058    -1.2266753e-33                 0        0.30880058    -3.0731495e-28                 0         490.23678                 0                 0                 0                 0    -2.6825954e-28                 0               250           1.03005	B1, 
         0.3117985    -5.6553763e-33                 0         0.3117985    -1.3887805e-27                 0         490.23678                 0                 0                 0                 0    -1.1875421e-27                 0               250           1.04005	B1, 
        0.31479642    -2.5288914e-32                 0        0.31479642    -6.0867313e-27                 0         490.23678                 0                 0                 0                 0    -5.0980649e-27                 0               250           1.05005	B1, 
        0.31779433    -1.0973595e-31                 0        0.31779433    -2.5885012e-26                 0         490.23678                 0                 0                 0                 0    -2.1234259e-26                 0               250           1.06005	B1, 
        0.32079225    -4.6230516e-31                 0        0.32079225    -1.0686542e-25                 0         490.23678                 0                 0                 0                 0    -8.5852892e-26                 0               250           1.07005	B1, 
        0.32379017    -1.8918132e-30                 0        0.32379017    -4.2850828e-25                 0         490.23678                 0                 0                 0                 0    -3.3710653e-25                 0               250           1.08005	B1, 
        0.32678809    -7.5232209e-30                 0        0.32678809    -1.6696318e-24                 0         490.23678                 0                 0                 0                 0    -1.2861153e-24                 0               250           1.09005	B1, 
        0.32978601     -2.908771e-29                 0        0.32978601    -6.3244927e-24                 0         490.23678                 0                 0                 0                 0    -4.7697651e-24                 0               250           1.10005	B1, 
        0.33278393    -1.0939494e-28                 0        0.33278393    -2.3301076e-23                 0         490.23678                 0                 0                 0                 0    -1.7203626e-23                 0               250           1.11005	B1, 
