-3	-3	-1.6784	-0.69655	-0.29655	-0.077931
-2.95	-3.0508	-1.648	-0.6877	-0.29523	-0.080507
-2.9	-3.1034	-1.6244	-0.68535	-0.30037	-0.089536
-2.85	-3.1579	-1.6078	-0.68968	-0.31213	-0.10517
-2.8	-3.2143	-1.5982	-0.70081	-0.33065	-0.12756
-2.75	-3.2661	-1.5894	-0.71228	-0.34948	-0.15023
-2.7	-3.2943	-1.5619	-0.70493	-0.34943	-0.15402
-2.65	-3.3213	-1.5385	-0.70136	-0.35313	-0.16155
-2.6	-3.3471	-1.519	-0.70143	-0.36042	-0.17265
-2.55	-3.3716	-1.5032	-0.70494	-0.37112	-0.18715
-2.5	-3.3946	-1.4909	-0.71169	-0.38501	-0.20483
-2.45	-3.4159	-1.4818	-0.72145	-0.40188	-0.22548
-2.4	-3.4354	-1.4757	-0.73398	-0.42148	-0.24885
-2.35	-3.4529	-1.4724	-0.74902	-0.44355	-0.27467
-2.3	-3.4683	-1.4714	-0.76629	-0.46782	-0.30269
-2.25	-3.4815	-1.4727	-0.7855	-0.494	-0.33261
-2.2	-3.4921	-1.4757	-0.80636	-0.5218	-0.36413
-2.15	-3.5001	-1.4803	-0.82856	-0.5509	-0.39695
-2.1	-3.5053	-1.4861	-0.85179	-0.58099	-0.43075
-2.05	-3.5075	-1.4928	-0.87571	-0.61175	-0.46521
-2	-3.5066	-1.5	-0.9	-0.64286	-0.5
-1.95	-3.5024	-1.5074	-0.92434	-0.67398	-0.5348
-1.9	-3.4946	-1.5147	-0.94839	-0.70479	-0.56928
-1.85	-3.4832	-1.5216	-0.97184	-0.73496	-0.60312
-1.8	-3.468	-1.5276	-0.99436	-0.76418	-0.63599
-1.75	-3.4488	-1.5325	-1.0156	-0.79212	-0.66758
-1.7	-3.4255	-1.5361	-1.0353	-0.81848	-0.69759
-1.65	-3.3979	-1.5379	-1.0532	-0.84297	-0.7257
-1.6	-3.3659	-1.5377	-1.0689	-0.86529	-0.75165
-1.55	-3.3294	-1.5351	-1.0822	-0.88516	-0.77515
-1.5	-3.2883	-1.5301	-1.0928	-0.90234	-0.79594
-1.45	-3.2424	-1.5222	-1.1005	-0.91658	-0.81379
-1.4	-3.1917	-1.5113	-1.1051	-0.92766	-0.82846
-1.35	-3.1362	-1.4971	-1.1063	-0.93536	-0.83976
-1.3	-3.0756	-1.4795	-1.1039	-0.93951	-0.84749
-1.25	-3.0101	-1.4583	-1.0979	-0.93994	-0.85151
-1.2	-2.9396	-1.4561	-1.1108	-0.95927	-0.87442
-1.15	-2.864	-1.4537	-1.1234	-0.97834	-0.89706
-1.1	-2.7834	-1.4447	-1.1293	-0.99068	-0.91297
-1.05	-2.6979	-1.4292	-1.1287	-0.99643	-0.92229
-1	-2.6073	-1.4073	-1.1216	-0.99575	-0.92516
-0.95	-2.512	-1.3793	-1.1083	-0.98881	-0.92177
-0.9	-2.4118	-1.3453	-1.0889	-0.97578	-0.9123
-0.85	-2.3069	-1.3054	-1.0637	-0.95687	-0.89693
-0.8	-2.1975	-1.26	-1.0327	-0.93229	-0.87589
-0.75	-2.0837	-1.2092	-0.99638	-0.90226	-0.84941
-0.7	-1.9656	-1.1532	-0.95484	-0.86704	-0.81773
-0.65	-1.8435	-1.0924	-0.90837	-0.82689	-0.78111
-0.6	-1.7175	-1.027	-0.85726	-0.78207	-0.73982
-0.55	-1.5879	-0.9572	-0.80178	-0.73289	-0.69417
-0.5	-1.4549	-0.88343	-0.74225	-0.67964	-0.64445
-0.45	-1.3187	-0.80595	-0.67899	-0.62266	-0.59099
-0.4	-1.1797	-0.72511	-0.61232	-0.56227	-0.53413
-0.35	-1.038	-0.64123	-0.5426	-0.49881	-0.47419
-0.3	-0.89408	-0.55467	-0.47018	-0.43266	-0.41156
-0.25	-0.74816	-0.46581	-0.39542	-0.36416	-0.34658
-0.2	-0.60056	-0.375	-0.31871	-0.2937	-0.27964
-0.15	-0.45161	-0.28262	-0.24042	-0.22167	-0.21112
-0.1	-0.30164	-0.18907	-0.16094	-0.14844	-0.14141
-0.05	-0.15099	-0.094733	-0.08067	-0.07442	-0.070904
0	0	0	-2.2204e-016	-4.4409e-016	-4.4409e-016
0.05	0.15099	0.094733	0.08067	0.07442	0.070904
0.1	0.30164	0.18907	0.16094	0.14844	0.14141
0.15	0.45161	0.28262	0.24042	0.22167	0.21112
0.2	0.60056	0.375	0.31871	0.2937	0.27964
0.25	0.74816	0.46581	0.39542	0.36416	0.34658
0.3	0.89408	0.55467	0.47018	0.43266	0.41156
0.35	1.038	0.64123	0.5426	0.49881	0.47419
0.4	1.1797	0.72511	0.61232	0.56227	0.53413
0.45	1.3187	0.80595	0.67899	0.62266	0.59099
0.5	1.4549	0.88343	0.74225	0.67964	0.64445
0.55	1.5879	0.9572	0.80178	0.73289	0.69417
0.6	1.7175	1.027	0.85726	0.78207	0.73982
0.65	1.8435	1.0924	0.90837	0.82689	0.78111
