-3	-3	-2.0182	-1.7996	-1.7043	-1.6511
-2.95	-3.0508	-2.0906	-1.8759	-1.7823	-1.73
-2.9	-3.1034	-2.1644	-1.9536	-1.8616	-1.8102
-2.85	-3.1579	-2.2398	-2.0329	-1.9425	-1.892
-2.8	-3.2143	-2.3168	-2.1138	-2.025	-1.9754
-2.75	-3.2661	-2.3891	-2.1898	-2.1027	-2.054
-2.7	-3.2943	-2.4373	-2.2419	-2.1564	-2.1086
-2.65	-3.3213	-2.4841	-2.2925	-2.2087	-2.1618
-2.6	-3.3471	-2.5295	-2.3418	-2.2595	-2.2135
-2.55	-3.3716	-2.5733	-2.3893	-2.3087	-2.2636
-2.5	-3.3946	-2.6153	-2.4352	-2.3562	-2.312
-2.45	-3.4159	-2.6555	-2.4791	-2.4017	-2.3584
-2.4	-3.4354	-2.6936	-2.521	-2.4452	-2.4028
-2.35	-3.4529	-2.7296	-2.5607	-2.4866	-2.445
-2.3	-3.4683	-2.7632	-2.5981	-2.5255	-2.4849
-2.25	-3.4815	-2.7943	-2.6329	-2.562	-2.5222
-2.2	-3.4921	-2.8227	-2.6651	-2.5957	-2.5569
-2.15	-3.5001	-2.8484	-2.6944	-2.6267	-2.5887
-2.1	-3.5053	-2.871	-2.7207	-2.6546	-2.6175
-2.05	-3.5075	-2.8905	-2.7439	-2.6794	-2.6432
-2	-3.5066	-2.9066	-2.7638	-2.7008	-2.6655
-1.95	-3.5024	-2.9193	-2.7801	-2.7188	-2.6844
-1.9	-3.4946	-2.9283	-2.7928	-2.733	-2.6995
-1.85	-3.4832	-2.9335	-2.8017	-2.7435	-2.7109
-1.8	-3.468	-2.9347	-2.8066	-2.75	-2.7182
-1.75	-3.4488	-2.9319	-2.8073	-2.7523	-2.7215
-1.7	-3.4255	-2.9247	-2.8038	-2.7504	-2.7205
-1.65	-3.3979	-2.9132	-2.7959	-2.7441	-2.7151
-1.6	-3.3659	-2.8972	-2.7835	-2.7333	-2.7051
-1.55	-3.3294	-2.8765	-2.7664	-2.7178	-2.6905
-1.5	-3.2883	-2.851	-2.7446	-2.6976	-2.6711
-1.45	-3.2424	-2.8207	-2.7179	-2.6725	-2.6469
-1.4	-3.1917	-2.7855	-2.6863	-2.6424	-2.6178
-1.35	-3.1362	-2.7453	-2.6497	-2.6074	-2.5836
-1.3	-3.0756	-2.7001	-2.6081	-2.5673	-2.5444
-1.25	-3.0101	-2.6497	-2.5613	-2.5222	-2.5001
-1.2	-2.9396	-2.5943	-2.5095	-2.4719	-2.4507
-1.15	-2.864	-2.5337	-2.4525	-2.4164	-2.3962
-1.1	-2.7834	-2.4681	-2.3904	-2.3559	-2.3366
-1.05	-2.6979	-2.3974	-2.3232	-2.2903	-2.2719
-1	-2.6073	-2.3216	-2.251	-2.2197	-2.2021
-0.95	-2.512	-2.2409	-2.1739	-2.1442	-2.1275
-0.9	-2.4118	-2.1554	-2.0919	-2.0638	-2.0479
-0.85	-2.3069	-2.0651	-2.0052	-1.9786	-1.9636
-0.8	-2.1975	-1.9702	-1.9138	-1.8888	-1.8747
-0.75	-2.0837	-1.8709	-1.818	-1.7946	-1.7814
-0.7	-1.9656	-1.7672	-1.7179	-1.696	-1.6837
-0.65	-1.8435	-1.6595	-1.6137	-1.5934	-1.5819
-0.6	-1.7175	-1.5478	-1.5055	-1.4868	-1.4762
-0.55	-1.5879	-1.4325	-1.3937	-1.3765	-1.3669
-0.5	-1.4549	-1.3137	-1.2785	-1.2629	-1.2541
-0.45	-1.3187	-1.1917	-1.1601	-1.146	-1.1381
-0.4	-1.1797	-1.0669	-1.0387	-1.0262	-1.0192
-0.35	-1.038	-0.93939	-0.91477	-0.90383	-0.89768
-0.3	-0.89408	-0.80959	-0.78849	-0.77911	-0.77384
-0.25	-0.74816	-0.67778	-0.6602	-0.65238	-0.64799
-0.2	-0.60056	-0.54427	-0.53021	-0.52396	-0.52044
-0.15	-0.45161	-0.40941	-0.39886	-0.39417	-0.39154
-0.1	-0.30164	-0.27351	-0.26648	-0.26336	-0.2616
-0.05	-0.15099	-0.13693	-0.13341	-0.13185	-0.13097
0	0	0	-1.1102e-016	-2.2204e-016	-2.2204e-016
0.05	0.15099	0.13693	0.13341	0.13185	0.13097
0.1	0.30164	0.27351	0.26648	0.26336	0.2616
0.15	0.45161	0.40941	0.39886	0.39417	0.39154
0.2	0.60056	0.54427	0.53021	0.52396	0.52044
0.25	0.74816	0.67778	0.6602	0.65238	0.64799
0.3	0.89408	0.80959	0.78849	0.77911	0.77384
0.35	1.038	0.93939	0.91477	0.90383	0.89768
0.4	1.1797	1.0669	1.0387	1.0262	1.0192
0.45	1.3187	1.1917	1.1601	1.146	1.1381
0.5	1.4549	1.3137	1.2785	1.2629	1.2541
0.55	1.5879	1.4325	1.3937	1.3765	1.3669
0.6	1.7175	1.5478	1.5055	1.4868	1.4762
0.65	1.8435	1.6595	1.6137	1.5934	1.5819
0.7	1.9656	1.7672	1.7179	1.696	1.6837
0.75	2.0837	1.8709	1.818	1.7946	1.7814
0.8	2.1975	1.9702	1.9138	1.8888	1.8747
0.85	2.3069	2.0651	2.0052	1.9786	1.9636
0.9	2.4118	2.1554	2.0919	2.0638	2.0479
0.95	2.512	2.2409	2.1739	2.1442	2.1275
1	2.6073	2.3216	2.251	2.2197	2.2021
1.05	2.6979	2.3974	2.3232	2.2903	2.2719
1.1	2.7834	2.4681	2.3904	2.3559	2.3366
1.15	2.864	2.5337	2.4525	2.4164	2.3962
1.2	2.9396	2.5943	2.5095	2.4719	2.4507
1.25	3.0101	2.6497	2.5613	2.5222	2.5001
1.3	3.0756	2.7001	2.6081	2.5673	2.5444
1.35	3.1362	2.7453	2.6497	2.6074	2.5836
1.4	3.1917	2.7855	2.6863	2.6424	2.6178
